Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Lao PDR,LAO,Access to electricity (% of population),EG.ELC.ACCS.ZS,70.11830139,70,76.36662775,79.51023865,83.17922974,89.7,90.77253723,93.6,98.07460022,100,..
Lao PDR,LAO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,58.49505502,57.92214234,66.78569682,71.03914941,76.15302924,85.69092753,86.72053238,90.51048283,97.23783949,100,..
Lao PDR,LAO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,97.15673065,97.31502533,97.43094456,97.61762238,97.78075409,97.8,98.73145294,99.5,99.62831116,99.84763336,..
Lao PDR,LAO,Individuals using the Internet (% of population),IT.NET.USER.ZS,7,9,10.74767619,12.5,14.26,18.2,21.87,25.51043508,..,..,..
Lao PDR,LAO,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,0.122,0.389,0.966483518,1.409832,1.37196,1.356497701,1.49602039,1.473259309,0.911447,0.910194,..
Lao PDR,LAO,"Air transport, passengers carried",IS.AIR.PSGR,443778,532707,877949.8814,1476528,1310124,1181188,1220201,1196041,1009414,979307,..
Lao PDR,LAO,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,11374,12262,15836.12863,16944,12732,9772,9986,9731,16299,16359,..
Lao PDR,LAO,"International tourism, expenditures for passenger transport items (current US$)",ST.INT.TRNX.CD,12000000,11000000,9000000,3000000,3000000,4000000,100000.0015,8000000,13000000,18000000,..
Lao PDR,LAO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,"International tourism, receipts for passenger transport items (current US$)",ST.INT.TRNR.CD,3000000,7000000,10000000,17000000,400000.006,1000000,1000000,7000000,22000000,39000000,..
Lao PDR,LAO,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,..,..,..,..,..,..,..,..,..,5700000000,..
Lao PDR,LAO,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,1.95,..,2.4,..,2.20625,..,1.761834,..,2.44,..,..
Lao PDR,LAO,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..,..,..,..,..,..,..,..,..,5700000000,..
Lao PDR,LAO,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,87.48348999,87.28739166,73.04441833,89.13153839,92.43441772,..,..,..,..,..,..
Lao PDR,LAO,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,78.04708862,82.74530029,72.14571381,90.42012787,86.40675354,..,..,..,..,..,..
Lao PDR,LAO,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,66.65013885,61.5734787,69.95989227,61.39945984,60.17995071,..,..,..,..,..,..
Lao PDR,LAO,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,93.13999939,..,..,..,..,..,..,75.22000122,..,..,..
Lao PDR,LAO,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,7.246960163,8.259579659,7.36868,13.34101009,11.75734997,..,..,..,..,..,..
Lao PDR,LAO,"Preprimary education, duration (years)",SE.PRE.DURS,6,6,6,6,6,6,6,6,6,6,..
Lao PDR,LAO,"Primary education, duration (years)",SE.PRM.DURS,5,5,5,5,5,5,5,5,5,5,5
Lao PDR,LAO,"Primary education, pupils",SE.PRM.ENRL,916341,900123,883938,878283,870893,850466,827987,808705,786246,770659,..
Lao PDR,LAO,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,47.18211,47.44352,47.61386,47.73302,47.83906,48.00321,48.0115,48.14191,48.11446,..,..
Lao PDR,LAO,"Primary education, teachers",SE.PRM.TCHR,31782,33576,32586,34311,34619,35206,36069,36204,35199,35891,..
Lao PDR,LAO,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,51.12957001,51.84059906,50.84085083,50.59893036,50.94889832,51.26683044,51.75357819,52.34780884,52.34807968,53.48973083,..
Lao PDR,LAO,"Secondary education, duration (years)",SE.SEC.DURS,6,7,7,7,7,7,7,7,7,7,7
Lao PDR,LAO,"Secondary education, general pupils",SE.SEC.ENRL.GC,433427,488143,510940,543289,592365,630676,656768,670567,671064,..,..
Lao PDR,LAO,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,44.68457,45.2011,45.73903,46.22623,46.84544,47.18746,47.29356,47.42405,47.59531,..,..
Lao PDR,LAO,"Secondary education, pupils",SE.SEC.ENRL,434717,490290,515130,549735,600747,640231,665278,677497,678129,666155,..
Lao PDR,LAO,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,44.67941,45.20671,45.80611,46.30231,46.9577,47.27747,47.34442,47.4067,47.56735,..,..
Lao PDR,LAO,"Secondary education, teachers",SE.SEC.TCHR,21498,24652,27686,31011,32757,34200,36260,37360,..,38576,..
Lao PDR,LAO,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,46.71596909,48.00016022,49.38597107,50.00484085,49.99847031,50.24853897,50.51295853,50.86991119,..,51.20800018,..
Lao PDR,LAO,"Secondary education, teachers, female",SE.SEC.TCHR.FE,10043,11833,13673,15507,16378,17185,18316,19005,..,19754,..
Lao PDR,LAO,"Share of youth not in education, employment or training, male (% of male youth population)",SL.UEM.NEET.MA.ZS,4.340000153,..,..,..,..,..,..,39.06999969,..,..,..
Lao PDR,LAO,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,5.119999886,..,..,..,..,..,..,42.08000183,..,..,..
Lao PDR,LAO,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2.119999886,..,..,..,..,..,..,6.900000095,..,..,..
Lao PDR,LAO,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,2.329999924,..,..,..,..,..,..,7.239999771,..,..,..
Lao PDR,LAO,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.91155219,1.94457507,2.07637596,2.39984965,2.29845548,2.45366454,2.36087489,2.52514863,2.24630332,..,..
Lao PDR,LAO,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP1.TO,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP2.TO,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.25.TO,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,35.96009445,52.60240936,48.63187027,48.70332336,50.87946701,45.36532593,46.4421196,46.23710632,48.54592514,..,..
Lao PDR,LAO,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,68,64.8,61.8,58.9,56.2,53.6,51.3,49.2,47.3,45.5,..
Lao PDR,LAO,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,61.8,58.8,55.9,53.2,50.7,48.3,46.1,44.2,42.4,40.7,..
Lao PDR,LAO,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,73.8,70.4,67.2,64.2,61.4,58.6,56.2,54,51.9,50.1,..
Lao PDR,LAO,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,6,5.9,5.7,5.7,5.5,5.6,5.6,5.6,5.6,5.4,..
Lao PDR,LAO,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,4.2,4.1,3.8,3.7,3.5,3.5,3.4,3.4,3.3,3.2,..
Lao PDR,LAO,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,7.8,7.8,7.6,7.7,7.5,7.7,7.7,7.9,7.9,7.6,..
Lao PDR,LAO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,77.51000214,77.54000092,77.59999847,77.65000153,77.70999908,77.75,77.72000122,77.69000244,77.66000366,77.66000366,76.59999847
Lao PDR,LAO,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,79.22000122,..,..,..,..,..,..,40.34999847,..,..,..
Lao PDR,LAO,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,77.66000366,..,..,..,..,..,..,36.93999863,..,..,..
Lao PDR,LAO,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,44.93939467,47.6243085,50.29865583,52.96243667,55.61565101,58.25829885,60.89038019,63.51189504,..,..,..
Lao PDR,LAO,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,56.45443231,59.06949337,61.67064894,64.25655439,66.82845018,69.38612054,71.93004839,74.45941043,..,..,..
Lao PDR,LAO,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,83.24114665,84.95368181,86.6727319,88.3982969,90.13037683,91.86897168,93.61408145,95.36570614,..,..,..
Lao PDR,LAO,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,36.43195531,35.79640829,35.16490729,34.56668579,34.04421789,33.6121922,33.20571336,32.88293529,32.60391868,32.30299932,..
Lao PDR,LAO,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,12.88684923,12.83614025,12.62252028,12.31242516,12.00401006,11.77161993,11.5456532,11.41017754,11.33561013,11.25548342,..
Lao PDR,LAO,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,12.23175141,12.23137669,12.07643787,11.82832423,11.57926521,11.3998584,11.18263699,11.05180155,10.97917304,10.90141014,..
Lao PDR,LAO,"Population ages 0-14, female",SP.POP.0014.FE.IN,1122105,1119633,1115820,1112272,1111255,1113888,1116197,1122070,1129833,1136627,..
Lao PDR,LAO,"Population ages 0-14, male",SP.POP.0014.MA.IN,1154590,1152554,1150386,1148852,1149212,1151964,1157040,1164322,1172519,1179328,..
Lao PDR,LAO,"Population ages 0-14, total",SP.POP.0014.TO,2276693,2272201,2266213,2261112,2260453,2265853,2273212,2286362,2302328,2315949,..
Lao PDR,LAO,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,59.88812905,60.50149609,61.10830425,61.67774805,62.16482955,62.55148221,62.88211859,63.12551282,63.32093135,63.53301611,..
Lao PDR,LAO,"Population ages 15-64, female",SP.POP.1564.FE.IN,1898115,1940632,1981887,2021946,2060943,2099384,2141573,2183313,2224987,2267524,..
Lao PDR,LAO,"Population ages 15-64, male",SP.POP.1564.MA.IN,1844389,1899744,1956263,2012584,2066650,2117316,2163245,2205827,2246424,2287452,..
Lao PDR,LAO,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,100451,102413,104351,106394,108774,111735,116384,121385,126685,132247,..
Lao PDR,LAO,"Population ages 65 and above, total",SP.POP.65UP.TO,229964,234993,240174,245663,251710,258613,267821,277534,287767,298535,..
Lao PDR,LAO,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,129515,132591,135823,139256,142923,146877,151407,156118,161059,166277,..
Lao PDR,LAO,Population growth (annual %),SP.POP.GROW,1.621970051,1.562373505,1.516011911,1.490482499,1.493868185,1.515739448,1.540943466,1.553620994,1.548022991,1.517115575,..
Lao PDR,LAO,Population in largest city,EN.URB.LCTY,605994,613045,620188,627394,634694,642079,649550,657108,664754,673061,..
Lao PDR,LAO,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,Urban population,SP.URB.TOTL,1878749,1946164,2014818,2084844,2157058,2231865,2309515,2389619,2471810,2555552,..
Lao PDR,LAO,Rural population,SP.RUR.TOTL,4370416,4401403,4429712,4456460,4482698,4509299,4536331,4563416,4589697,4613903,..
Lao PDR,LAO,"Population, total",SP.POP.TOTL,6249165,6347567,6444530,6541304,6639756,6741164,6845846,6953035,7061507,7169455,..
Lao PDR,LAO,"Population, male",SP.POP.TOTL.MA.IN,3099430,3154711,3211000,3267830,3324635,3381015,3436669,3491534,3545628,3599027,..
Lao PDR,LAO,"Population, female",SP.POP.TOTL.FE.IN,3149735,3192856,3233530,3273474,3315121,3360149,3409177,3461501,3515879,3570428,..
Lao PDR,LAO,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,14.5,..,..,..,..,..,10,..,..
Lao PDR,LAO,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,..,31.39999962,..,20.79999924,..,21.10000038,..,..
Malaysia,MYS,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.27632141,99.53179169,99.8,99.92416382,99.98835754,100,100,100,100,100,..
Malaysia,MYS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,98.10620396,98.59195451,99.53931469,99.72207147,99.95593818,100,100,100,100,100,..
Malaysia,MYS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.75630188,99.90441132,99.9,99.99917603,100,100,100,100,100,100,..
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,56.3,61,65.8,57.05751226,63.66542588,71.06406781,78.78830993,80.14047901,81.20104862,84.21322418,..
Malaysia,MYS,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,2564.658224,2193.260008,1943.958883,2161.992838,2193.300634,2005.979379,1149.876958,1455.209824,1359.12559,1378.744705,..
Malaysia,MYS,"Air transport, passengers carried",IS.AIR.PSGR,34239014.17,38218608.85,39165195.22,47995842,49673884,50345820,53817353,58711937,60481772,63623130,..
Malaysia,MYS,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,302185.2225,336401,343382,430334.4578,443318.55,463740,447001,473610.67,474940,498878,..
Malaysia,MYS,"International tourism, expenditures for passenger transport items (current US$)",ST.INT.TRNX.CD,934000000,956000000,948000000,1141000000,1451000000,891000000,867000000,1316000000,1080000000,1303000000,..
Malaysia,MYS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,6.168961262,9.352929801,6.221117569,3.84971232,5.792403827,..,..,..,..,..,..
Malaysia,MYS,"International tourism, receipts for passenger transport items (current US$)",ST.INT.TRNR.CD,1467000000,1689000000,1460000000,1783000000,1869000000,1528000000,1597000000,1926000000,2167000000,2377000000,..
Malaysia,MYS,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,253300000,..,..,381000000,..,..,..,1543000000,..,..,..
Malaysia,MYS,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,3.5,..,3.43,..,3.558952,..,3.447615,..,3.15,..,..
Malaysia,MYS,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,1482.69,1535,1564,1760,1741,1474,1349,1234,1315,..,..
Malaysia,MYS,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..,..,..,381000000,..,..,..,1543000000,..,..,..
Malaysia,MYS,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,..,100,95.3547287,97.99810791,98.89144897,99.08547974,98.1388092,99.16165161,99.39658356,96.79817963,..
Malaysia,MYS,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,99.98706818,99.98143005,90.12007141,91.2041626,..,..,91.68543243,91.05792236,92.85813141,95.63826752,..
Malaysia,MYS,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,66.64736176,76.62496185,82.64967346,81.0969162,..,..,86.73985291,81.68151093,83.5316925,80.34886169,..
Malaysia,MYS,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..,..,..,..,..,..,10.35451984,..,..,..,..
Malaysia,MYS,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..,..,..,..,12.31396008,..,..,..,..
Malaysia,MYS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,11.30653954,..,..,..,..
Malaysia,MYS,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,65.66000366,66,67.30999756,68.25,69.33000183,69.25,..,..,..,..
Malaysia,MYS,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,18.40623093,20.97702026,19.85116005,19.45430946,19.80056,19.81078911,20.93572044,21.67765045,19.73863983,17.93574905,..
Malaysia,MYS,"Preprimary education, duration (years)",SE.PRE.DURS,2,2,2,2,2,2,2,2,2,2,2
Malaysia,MYS,"Primary education, duration (years)",SE.PRM.DURS,6,6,6,6,6,6,6,6,6,6,6
Malaysia,MYS,"Primary education, pupils",SE.PRM.ENRL,3233645,3237724,3241803,3245882,3178364,3107870,3101007,3084630,..,..,..
Malaysia,MYS,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,48.70222,48.70381,48.6801,48.67401,48.66897,48.66896,48.86587,48.90068,..,..,..
Malaysia,MYS,"Primary education, teachers",SE.PRM.TCHR,256615,262707,270069,274348,278496,269757,267060,264648,239725,235289,..
Malaysia,MYS,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,68.70603943,69.3498764,69.21231079,69.09945679,69.89292145,69.50662994,69.61730957,69.62418365,69.71195984,69.64286041,..
Malaysia,MYS,"Secondary education, duration (years)",SE.SEC.DURS,6,6,6,6,6,6,6,6,6,6,6
Malaysia,MYS,"Secondary education, general pupils",SE.SEC.ENRL.GC,2453474,2449224,2496835,2498678,2564351,2576618,2458448,2375648,2307875,..,..
Malaysia,MYS,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,51.02222,51.22263,50.92872,51.28684,51.50254,51.91942,50.56833,50.92863,51.27877,..,..
Malaysia,MYS,"Secondary education, pupils",SE.SEC.ENRL,2615717,2627704,2757435,2754185,2846473,2801439,2759653,2744639,2592970,2602216,..
Malaysia,MYS,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,50.53035,50.62735,49.74329,50.05383,50.48883,50.63376,50.13648,49.88073,50.48053,..,..
Malaysia,MYS,"Secondary education, teachers",SE.SEC.TCHR,190581,193506,198044,207454,..,..,208866,223594,227412,228634,..
Malaysia,MYS,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,67.30052185,68.20822144,68.91246033,67.02593994,..,..,68.19779205,67.41906738,67.35527802,67.17942047,..
Malaysia,MYS,"Secondary education, teachers, female",SE.SEC.TCHR.FE,128262,131987,136477,139048,..,..,142442,150745,153174,153595,..
Malaysia,MYS,"Share of youth not in education, employment or training, male (% of male youth population)",SL.UEM.NEET.MA.ZS,..,9.680000305,9.56000042,9.140000343,8.619999886,..,8.420000076,8.800000191,9.140000343,..,..
Malaysia,MYS,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,14.36999989,13.94999981,13.64999962,12.77000046,..,11.68999958,11.80000019,12.47000027,..,..
Malaysia,MYS,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,3.230000019,..,..,..,..,3.579999924,4.050000191,..,..,..,..
Malaysia,MYS,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,3.74000001,..,..,..,..,4.039999962,4.460000038,..,..,..,..
Malaysia,MYS,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,0.435,..,..,..,..,..,..,..,..,..,..
Malaysia,MYS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.18466234,3.33996487,3.48790693,3.52240086,3.72527027,3.81608534,3.68835807,3.71246052,3.7562995,..,..
Malaysia,MYS,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP1.TO,..,..,..,..,..,..,..,..,..,..,..
Malaysia,MYS,Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP2.TO,..,..,..,..,..,..,..,..,..,..,..
Malaysia,MYS,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,..,..,..,..,..,..,..,..,..,..,..
Malaysia,MYS,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.25.TO,..,..,..,..,..,..,..,..,..,..,..
Malaysia,MYS,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,34.52879333,34.51544189,33.61474991,33.84986496,33.31125259,33.34957123,34.41049576,34.25241852,35.12428665,..,..
Malaysia,MYS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,8.1,8,8,8,8,8.1,8.2,8.3,8.4,8.6,..
Malaysia,MYS,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,7.3,7.2,7.2,7.2,7.3,7.4,7.5,7.6,7.7,7.9,..
Malaysia,MYS,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,8.8,8.7,8.7,8.7,8.7,8.7,8.8,8.9,9.1,9.2,..
Malaysia,MYS,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,4.5,4.6,4.6,4.4,4.6,4.8,5.1,5.4,5.4,5.7,..
Malaysia,MYS,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.3,2.3,..
Malaysia,MYS,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,6.8,6.9,6.9,6.6,7,7.3,7.8,8.3,8.5,8.9,..
Malaysia,MYS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,58.40999985,59.70000076,60.70000076,62.06999969,62.43999863,62.45999908,62.09999847,62.20000076,62.63999939,62.59000015,61.27000046
Malaysia,MYS,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,..,..,..,..,78.43000031,78.29000092,77.66000366,77.44999695,..,78.26999664,..
Malaysia,MYS,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,58.41999817,61.83000183,62.25999832,64.30999756,65.69999695,65.76999664,65.41000366,65.66999817,66.37000275,66.44999695,..
Malaysia,MYS,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,97.44973048,97.75716009,98.06458971,98.37201933,98.67944894,98.67944894,98.67944894,98.67944894,..,..,..
Malaysia,MYS,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,98.84265212,99.02391853,99.20196935,99.37726864,99.54990829,99.55743568,99.56485343,99.57203616,..,..,..
Malaysia,MYS,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,99.41403135,99.52615104,99.63827073,99.75039042,99.86251011,99.86251011,99.86251011,99.86251011,..,..,..
Malaysia,MYS,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,27.96111463,27.29867437,26.69723938,26.13412102,25.59706238,25.08959577,24.71627674,24.34379096,23.99514109,23.69497915,..
Malaysia,MYS,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,8.622124054,8.426147821,8.338208117,8.308527165,8.293628244,8.270607559,8.329804889,8.325393905,8.277072653,8.214300241,..
Malaysia,MYS,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,8.678646887,8.485459743,8.384988965,8.337252401,8.306816182,8.273762175,8.314008911,8.301122399,8.251091745,8.187439318,..
Malaysia,MYS,"Population ages 0-14, female",SP.POP.0014.FE.IN,3828594,3793874,3763012,3734416,3707851,3684574,3679238,3673779,3671032,3673923,..
Malaysia,MYS,"Population ages 0-14, male",SP.POP.0014.MA.IN,4058688,4027449,3997379,3967007,3937112,3910287,3904901,3898362,3894296,3896568,..
Malaysia,MYS,"Population ages 0-14, total",SP.POP.0014.TO,7887281,7821331,7760396,7701431,7644962,7594862,7584141,7572143,7565328,7570493,..
Malaysia,MYS,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.10071793,67.5868546,67.99096772,68.34002043,68.65432939,68.93482936,69.08061926,69.22225702,69.33310429,69.38424954,..
Malaysia,MYS,"Population ages 15-64, female",SP.POP.1564.FE.IN,9116290,9327048,9523640,9710719,9893305,10073305,10238784,10404829,10566738,10718627,..
Malaysia,MYS,"Population ages 15-64, male",SP.POP.1564.MA.IN,9811504,10037287,10240148,10428362,10611398,10793928,10958458,11126760,11293002,11449491,..
Malaysia,MYS,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,679939,716178,754576,795047,837193,880950,927437,975383,1025167,1077100,..
Malaysia,MYS,"Population ages 65 and above, total",SP.POP.65UP.TO,1392960,1465345,1544040,1628408,1716911,1808864,1903410,2001283,2103510,2211171,..
Malaysia,MYS,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,713020,749119,789404,833321,879700,927918,975986,1025916,1078350,1134070,..
Malaysia,MYS,Population growth (annual %),SP.POP.GROW,1.691027071,1.55799095,1.445660673,1.369113713,1.340490659,1.344947677,1.357864517,1.360192981,1.352511651,1.327060649,..
Malaysia,MYS,Population in largest city,EN.URB.LCTY,5809953,6004742,6206062,6414131,6629176,6851431,7081137,7318545,7563912,7780301,..
Malaysia,MYS,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,5809953,6004742,6206062,6414131,6629176,6851431,7081137,7318545,7563912,7780301,..
Malaysia,MYS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,20.59680159,20.95826125,21.35003459,21.76578391,22.1959818,22.63367448,23.07701558,23.52849514,23.99064849,24.35165979,..
Malaysia,MYS,Urban population,SP.URB.TOTL,20002882,20516662,21009012,21491648,21974918,22464989,22964507,23467810,23973075,24475766,..
Malaysia,MYS,Rural population,SP.RUR.TOTL,8205153,8134293,8059147,7977224,7891641,7805973,7720297,7637218,7555510,7474011,..
Malaysia,MYS,"Population, total",SP.POP.TOTL,28208035,28650955,29068159,29468872,29866559,30270962,30684804,31105028,31528585,31949777,..
Malaysia,MYS,"Population, male",SP.POP.TOTL.MA.IN,14550131,14780914,14992103,15190416,15385703,15585165,15790796,16000504,16212465,16423158,..
