Review_ID,Rating,Year_Month,Reviewer_Location,Review_Text,Branch
647274482,5,2018-2,Philippines,Disneyland make you think happy thoughts & just enjoy the day! We had too much fun that we almost didn't realise it was almost closing time...will definitely come back here   real soon!     ,Disneyland_HongKong
647135021,5,2019-1,Canada,What else could I possibly say about going to Disneyland that hasn't already been said. A truly magical place. A bit different from the original Disney California. Space Mountain is a combination of Space Mountain and Star Wars. Quite hysterical Hearing R2 D2in your ear while riding in the dark. The haunted house is a combination of Raiders of the Lost Ark style seating and has some of the facts of the haunted house. The jungle cruise is way better then California Disney. The whole Adventure Land is very green and Lush. The Toy Story Land is incredible. Full of lots of great rides. The Thunder Mountain is amazing and much better than California. Super easy to get there using the MTR.,Disneyland_HongKong
647092615,5,2019-1,Singapore,"I was here 3 years ago and the park has a slight change. This time there is no firework at night but only parade of the disney characters. If you are looking for halal food the place is at adventure land. They serve asian food and quite resonable price. As for the ride, please go for the iron man ride and it is 3D and also go for the star war Jedi training and you fight with darth vader. For starwar fan, you must not miss this. Every ride waiting time is about 20 minutes Overall the park is well organise.",Disneyland_HongKong
647071571,3,2019-1,Australia,Whilst there was not as many rides as Disneyland Paris it was still a good day out. The light show was great. There seemed to be a lot of rides and cafes closed. We knew that the castle wouldn   t be open but I was a little disappointed about the other rides especially considering the cost of tickets.,Disneyland_HongKong
647038712,4,missing,Philippines,The first thing on our agenda when we finished checking in the hotel was to go to Disneyland. It was a first time trip for my mom and my son. Even though we were tired from travelling we felt that the happiest place on earth would cheer everyone up. We bought tickets from klook which was very helpful. The lines were very long and we can   t seem to catch the best time for pictures with Mascots. We enjoyed the simple ride in Small World and the intense and visually interactive Mystic Manor.,Disneyland_HongKong
647001327,5,2018-2,Canada,"Our family went there, everyone loved it although it is very small. But it is defiantly Disney and worth going to for any Disney fan. There are the popular rides, restaurants and characters in the park. You can also get a special Disney charm there from Pandora.",Disneyland_HongKong
646913356,4,2019-1,Australia,"Our family of five (kids 4, 2, and baby) went to HK Disney and had a magical day. We found that there was plenty to do even with very small kids. The only unfortunate thing that happened was some inconsiderate staff hurrying us as we were delayed due to some baby issues. The other thing to note is that many shows are light on english     we still had fin but it modestly reduced our enjoyment at times. ",Disneyland_HongKong
646901894,5,2019-1,United Kingdom,"It's great to visit Disneyland, don't miss the spectacular shows they have.  I wish they added few more thrill rides.",Disneyland_HongKong
646890539,4,2019-1,Qatar,Me and my friend went here last Jan 15 this year.. we enjoy roaming around and the rides.. we didn   t get a chance to visit the other sides where the roller coaster is.. I thought they have a Ferris wheel but they don   t have.. and the castle is still under renovation that is why they don   t have a fire works display which supposed to have to complete your Disney trip.. I think it   s better to visit again if the castle is done.. ,Disneyland_HongKong
646858337,4,2019-1,United States,"If you love disney land then this is something you have to do. Unfortunately i enjoyed Shanghai and Tokyo's Disney land wayyy better.. nothing wrong with the hong kong one, but i think its the smallest one. Basic rides. But again, if you are a Disney land fan like myself, then this is a must do",Disneyland_HongKong
646759861,5,2018-12,South Africa,"We stayed at the Explorers hotel for 2 nights with 1 day access to the park in between. This was perfect for us as we have a 3 year old only and she can not go (does not want to go) on most rides.The park is so well run and manages the thoursands of people really well. It is perfectly maintained and is truly  Disneyland . Lovely music playing everywhere, plenty of staff whenever you have a question or need help, lots of food and cooldrink options. They have created this happy place. We loved it!",Disneyland_HongKong
646753240,2,2019-1,United Kingdom,they don't have as many rides as other Disneys.  Easy to get to.  Charge a fortune for bag storage but there are cheaper lockers if your bag is not big. Castle is still being built so not great yet.,Disneyland_HongKong
646707544,5,2019-1,Hong Kong,"We feel at Disneyland, like in the USA or Paris...  not that many people in winter  Fast pass are free : don't wait in line !  a great day, as usual !",Disneyland_HongKong
646701623,3,2019-1,United States,"There were only about two rides in each of the lands areas and several of those rides were closed. The park is small and so each of the rides are compacted into small spaces. The rides were short. The best show was the Lion King, Moana was disappointing. The lines were only 15 30 minutes waiting time. It's about $80 to get in. They have cooked squid they sell at kiosks and it tastes like beef jerky. You can take the subway to get to Disneyland",Disneyland_HongKong
646552469,4,2019-1,Australia,"3rd DL park visited after going to both the Anaheim parks.Went in January 2019, was 19 20 degrees Celsius. Perfect for walking around. Fantasy land and toy story land were always very busy but the rest of the park was generally quiet. Longest line I saw was dumbo ride with a 40 min wait. As DL HOTEL guest we got a few priority passes. We used these for the popular attractions and we lined up basically for 1 2 mins before walking onto a ride.Highlights: grizzly gulch mine car ride, iron man experience and hyperspace mountain.Favourite show: Mickey and wonderous book.Favourite parade: paint the night.Characters: in two days we saw about 15 characters. They seemed to be easier to access than California. They also interacted better. Overall: 1 day is enough for regular travellers. Disney freaks will need 2 days to see everything. We did 2 days and went on major attractions 3 4 times and just took our time. It was much less stressful than California! The castle is getting renovated and will be completed I believe next year. An ant man wasp attraction opens in March 2019. It was a great park and we had lots of fun!",Disneyland_HongKong
646499502,3,2018-3,Mexico,"If you haven   t been at other Disney, you will have abre at time specially if visiting with children. If you   ve visited Disneyland in California or Disney World in Florida you   ll be disappointed here. It is like all Disney   s very pretty but way too far, complicated to get there, expensive and small! Very few attractions and with only the oldest classics of the park like Jungle River Cruise, Dumbo, It   s a Small World, etc. ",Disneyland_HongKong
646476331,4,2019-1,Hong Kong,"As a local, I have annual pass and bring the kids visit almost once a month. Despite the park is not big, and it is enough for a full day travel, and the extension may take a few years later, which perhaps a second day visit as well. My understanding there are some package tour to stay the Disneyland resort hotel and have compliment tickets to visit the theme park as well.",Disneyland_HongKong
646466731,3,missing,Singapore,Brought mum for the first time to Disneyland when she is 62. She loves it as much as I do. Bought merchandises for her to wear just like the children in d park!Toilets however can be cleaner and should have queue for elderly for the rides.,Disneyland_HongKong
646446513,3,2018-12,Australia,There are more people here than the other themepark but this one is small and not much rides attractions. It is only because of the name that people flock this place. There are other countries with good Disney park but not this one.,Disneyland_HongKong
646423425,5,2018-12,United States,"My adult son and I had a wonderful day in Dec 2018. We are bid Disney fans. We went to China to complete his around the world Disneyland parks by going to Hong Kong and Shanghai. This park like all Disney operation was clean, well laid out, great service and well worth the money. Don't expert a mirror of LA. Plenty of people speak English at least enough to point you in the right direction. Rides were great, food selection is extensive and night activities are well done. It is a long subway ride from Hong Kong then a pretty long walk to front gate. IMPORTANT TIP do not take in any kinds of bags or purses. Put whatever you need in your pockets. It will save you an hour getting in as security lines are very long but the line for people without them basically walk right in.",Disneyland_HongKong
646389071,5,2018-12,United States,"Hong Kong Disneyland has the magic of the Magic Kingdom but is much smaller in size. It is therefore less crowded and easier to navigate. The downside is the quality and price of the food offered in the restaurants and hotels. There is really no other option unless one takes the subway off site It is also hard to find a willingness in the employees to accommodate special diets such as gluten free. Our granddaughter has celiacs and we asked for ice cream in a dish rather than a cone. You would think we had asked for something unbelievably difficult for them to do. They would only give us the ice cream in a cardboard paper french fry container and not in a plastic cup that they used to serve sundaes in. We found this same reluctance to make exceptions when ordering in all of the restaurants there. It was surprising to find this at a place with the Disney brand, especially considering their prices for food. The actual park tickets and hotel tickets were reasonable.",Disneyland_HongKong
646322909,4,2018-10,Australia,"Why would you spend all that money going to America when you could go to Hong Kong Disneyland?? We had a carefree trip there on the train arriving late morning. We saw the Lion King show, went on rides, watched the  Halloween Parade , ate, drank and had a ball and didn't leave until after nightfall. Highly recommended..",Disneyland_HongKong
646243168,5,2018-7,Indonesia,The resort was very nice and provide great experience for kids.Please check the weather before planning for the trip. We visit Hongkong Disneyland during the rainy season so it was raining most of the time and the resort could not perform the parade and fireworks.,Disneyland_HongKong
646223504,4,2019-1,Australia,"2 adults and we had a great time   ate burgers at the Starlight   went on a handful of rides, watched the big parade, rode the train and bought lots of souvenirs",Disneyland_HongKong
646219083,4,2019-1,Singapore,Was at the park for 2 days in Jan on both weekdays. Park was not that crowded and most rides had waiting time of less than 30 mins or so. Weather was great as well. However there was no fireworks at the end of the parade on a weekday which was disappointing.,Disneyland_HongKong
646216848,5,2018-12,Mauritius,"Being an adult and my first visit to DisneyLand, the experience was awesome. My kids were so happy to see all their favorite Disney figures. Try buying your tickets online to avoid 30 45 minutes queue even on weekdays and be early at the entrance to make most of the attractions since waiting time for attractions were 30 45 mins waiting time. A one day ticket will be enough if you are early. Look for a taxi to get to DisneyLand, they are way cheaper than UBER and off from there by 17:00 since it gets very cold around 8 9 Degrees Celsius in December",Disneyland_HongKong
646207587,5,2018-12,Australia,Had the most amazing 4days at disneyland. They made my son who has special need and in a wheelchair feel like a Prince. Made everything easy and super friendly,Disneyland_HongKong
646128887,5,2018-12,United States,"December is really a different kind of ambiance in HK Disneyland, they have seasonal shows that will keep you going back for more.",Disneyland_HongKong
646006193,4,2018-12,United Kingdom,"We visited with two young kids and they called it a highlight of their holiday! It   s a v small park compared to the USA parks but still worth it. The rides were great, it   s worth getting the fast passes if you can. The best ride by far was the Iron Man ride   although there are much scarier ones! The toy story land was a winner with the kids (especially the hot wheels and soldier rides!) and they also loved the Main Street. The food isn   t great, but we didn   t expect it to be! If you   ve got kids and you   re visiting HK the park is definitely worth a visit for a day. ",Disneyland_HongKong
645867904,5,2019-1,Australia,"I'd been recommended to go to Disneyland in January as the crowds are less and the weather is great. We visited 2 days and both were very uncrowded, with 20 mins our longest wait for an attraction. Ideal for kids between 5 11 years old ! The night parade was a highlight.",Disneyland_HongKong
645712423,3,2019-1,India,"Disneyland   Oceanpark   Be there by 12PM and 1 day is more than enough. Boring for thd adults but decent not great just decent for kids depending on how much they love the disney characters. If its just your curiosity to experience the hype of Disneyland then please opt for Oceanpark. Amazinb rides, and many themes like zoo, aquariums, waterpark and rollercoaster rides to experience. Definitely the better option.",Disneyland_HongKong
645656734,5,2018-2,Philippines,"It was January 2015 when we visited HongKng on a family trip, our first international trip of course it will not be complete without visiting Disneyland, so we pack everything that we just need for the trip , so we won't be over baggage, hahah..just enough for the 2 nights stay, not knowing the temperature in Hong Kong that time increase up to 6 degrees and even 3 degrees when we left on our way back to PH, the jacket that we brought was not that enough to insulate us to very cold weather,, and even that time, it's the longest time that HOngKOng even experience that kind of very cold weather. One lesson learned from our travel is to always check the weather so you will be more than ready to enjoy the trip. But still we enjoyed the Disneyland tour especially my daughter who loves Minnie mouse.. Hopefully we can go back again and feel young at heart again.",Disneyland_HongKong
645351564,5,2018-12,United States,"This is my second visit to Hong Kong Disney. I remember it being not remarkable the first time (many years ago). But, this time, I think it is worth the price of admission and a great getaway. There's several Hong Kong only rides that you have to do. Comparing to Shanghai Disney, I prefer this one a little more. We spent two days here and could have stayed a little longer. So, if you are a Disney fan, do not count this Disney as the little one. It has pure Disney heart.",Disneyland_HongKong
645320905,5,2018-10,Indonesia,It was nice time to go there and see the parade. But the queue to take picture with Mickey and Minie was tooooo long.,Disneyland_HongKong
645245762,5,2019-1,United Kingdom,"My husband and I had a long layover at the airport, so we left our bags at the Left Luggage counter in Terminal 2 and caught a blue taxi to Disneyland. I   ve visited both Disney parks in the States many times, so I was excited to see the similarities and differences at the Hong Kong park.We arrived around 2:30 pm, and there was absolutely no queue. The ticket counter employee kindly informed us that there was no need to purchase fast pass tickets given the small number of guests at the park that day. And she was right! The longest queue was for 25 minutes for Winnie the Pooh. Otherwise, we walked right on to rides or waited 5   10 minutes. I have never seen a Disney park less crowded (we visited on January 9th).Like all Disneys, the park is charming and well done. There is a LOT of construction right now, including the castle and construction in Tomorrowland. There is a strong focus on photographs   so many character meet and greets and photo opportunities everywhere. Perhaps this is due to the new Instagram focused world we live in. It was fascinating to see so many dressed up guests ready for their pictures   high heels, designer dresses, lipstick, etc. This is not your normal turkey leg eating guest at the Florida park. :)The park appears to be quite small compared to CA Disneyland. We spent about 3.5 hours at the park and we were ready to go (we only rode the majority of the rides once). The roller coasters were a bit more exciting than those in the States   Big Grizzly Mountain Runaway Mine Cars (which looks like Thunder Mountain Railroad) is much more exciting. It was also interesting to see the similarities and differences between Mystic Manor and the Haunted Mansion. There were also a few new rides and experiences that I hadn   t seen in the States.I   m glad we didn   t take a full day out of our initial visit to Hong Kong to visit Disney, but it was the perfect place to spend a long layover. ",Disneyland_HongKong
645088792,5,2019-1,Australia,"Smaller and with much less    challenging    rides than Ocean Park, HK Disneyland nevertheless really delivers.We went to HKDL only a couple of days after OP and thought it might be theme park overkill, but easily managed to keep going from before opening (we arrived 15    prior to 10.30am start) until closing after the final street parade. The family, including 17, 20 and 22 year olds, each had an awesome time. The lines were short (a Thursday in January), the weather perfectly in the Goldilocks zone, the rides fun albeit not too much of a challenge, and the vibe was ideal (how can you not get into it when fully 10 20% of the adult guests are wearing Mickey  Minnie ears or other HKDL headgear?!). I can even recommend forking out slightly extra in buying the combo food package (something I normally eschew), and definitely suggest it   s well worth purchasing online prior to going. If you can only go to one park I   d suggest HKDL on balance (cleaner, easier, fewer queues and less walking), unless you   re after more of a    local    flavour or want more thrill seeking rides. Ideally do both and make your own comparisons. Either way, enjoy the ride!",Disneyland_HongKong
644888113,3,2019-1,Sweden,After visiting Florida Disney World three times it is hard to have anything that will live up to the one in Florida. We love Disney and the magic spirit it creates. Hongkong Disney is very small. We went over the part in 6 hours so buying more than a 1 day pass is not necessary.If you just love to walk around and feel the atmosphere this is perfect.,Disneyland_HongKong
644886121,4,2019-1,Singapore,"I got a    It   s My Birthday    badge and I   m all happy with it. The service crew gives excellent service and try to make everything as magical for their patrons as possible. The ride that one should never miss is the Mine Ride  totally worth it. I accidentally broke a piece of glass item in the shop, when I   m about to pay for it  the crew (female) didn   t want me to pay as they knew it was a genuine accident (Shop At Hotel Hollywood). ",Disneyland_HongKong
644757890,5,2019-1,China,It   s small but still huge areas and attractions to discover in one day! Just go at opening time and during week day otherwise it will be terrible experience. We were lucky to visit mid of week days that   s why many of the attraction areas not much people on the queue! ,Disneyland_HongKong
644753275,5,2019-1,United Kingdom,"It was so nice to escape the city for a day and visit Disneyland! It   s easy to get to (take the train from HK central to Sunny Bay, on the Tung Chung line, then change at Sunny Bay, then the purpose built Disneyland line (Mickey theming literally everywhere!) to the resort. It   s around 600$HK which is around   60 or US$75 for a one day pass, and one day is really all you need. (They do sting you a little on the locker charges though). It has all the Disney touches you   d expect at a Disney park, but it   s very small and compact. I was lucky that the day I visited crowds were low. I never queued more than 10min for anything. Hyperspace Mountain and the Iron Man ride were great, Tomorrowland is probably the best for adult guests. The mine train in Grizzly Gulch is great too. Mystic Manor will seem strange if you   re used to the Haunted Mansion, but it has its own charm. Almost everything is kid friendly and Fantasyland seems to take up a larger proportion of the park than in Florida or California. It was so quiet that some food outlets were closed, but the Skyliner Diner, Explorers and Banquet Hall had good choices and plenty of seating",Disneyland_HongKong
644681559,3,2019-1,Australia,"This Disney is very small and one day pass was more than adequate. The castle was closed off for refurbishment, so no nice pics of the castle or sounding area, the castle is also only half the size of other disney resorts. The Mickey light show in main street was excellent and very well done but sadly the night show that we waited for was cancelled 2 mins before it was due to start because of about 3mins of a VERY light rain shower. We have visited Florida Disney many times and it is obviously far superior but the main comment I have to say is that every single staff member at Hong Kong looked miserable and that they didn't really want to be there, by comparison Florida staff are bursting with smiles and fun. Not many large rides here and only two fast pass rides. We ate at the Chinese restaurant which was just average food. I would definitely recommend a visit and for those that can 't compare to other Disney parks you'll have a great day out.",Disneyland_HongKong
644673956,4,2019-1,Indonesia,"I assume its smaller than the one in Tokyo. Tried a few rides, not too extreme. The rain causing the parade to be cancelled, dissapointed but it was okay. Last minute to ride before the park closed. Can be expensive, but it was okay..",Disneyland_HongKong
644662728,4,2018-12,India,This park is not as crowded as the other disneyland parks and the layout makes it easy to hit all the big rides in a day. Two days would be ideal for completing all the shows and meet & greets. The food options are varied and quite good.,Disneyland_HongKong
644646494,5,2018-6,Philippines,Our experience in Disneyland was unforgettable. From we start until end we are happy all do the weather was bad we are very enjoy.,Disneyland_HongKong
644615085,4,2019-1,Australia,"If you   ve been to other Disney parks be prepared as this one is very small. Still has great attractions and feels like Disney. A number of attractions were closed when we visited so the one day pass was sufficient. Don   t get the add on meal vouchers though, not great value and restricts where you can eat from",Disneyland_HongKong
644533706,5,2019-1,United Kingdom,"My family and I had an amazing time. Yes it's smaller than the others but this it makes up for through its beauty and, dare I say it, originality without straying from the basic Disney experience. One day was not enough and I can't wait to see how it expands in the future.",Disneyland_HongKong
644515261,5,2018-12,India,"Our main attraction for visit to Hong Kong is Disneylaned. We are very happy with the trip and a day spent with Mickey and Mini!  Must see for any age, all the more for kids from 3 17 years.",Disneyland_HongKong
644480787,5,2018-12,South Africa,"We bought the 2 day ticket   please try as much as possible to spend 2 days here. There is so much to do, to take in, to absorb and to enjoy. Go on every ride possible, doesnt matter if you feel too young for it, Go on it. This park is truly out of this world. Dont even miss the shows! Will entertain disney fans   young and old. Do everything touristy   mickey mouse waffles, star wars churro, minnie ice cream, pics with characters, toys and souveneirs. Most of all   take tons of pics. The memories will never leave you.",Disneyland_HongKong
644435072,5,2019-1,Indonesia,The main destination we visited hongkong. Dont forget to purchase tickets in by online before coming to void a long queue at the counter. Most of track are suitable for young children and their souvenier shop has pleanty offers. The night attraction also entertain us so much,Disneyland_HongKong
644423763,5,2019-1,Australia,"Disneyland Hong Kong is smaller than LA and Disneyworld parks in Florida but it made for an enjoyable day.The MTR train   which takes you right to Disneyland   is easy, fast and affordable.The only complaint from my husband is that there were no donuts!!!!! :)",Disneyland_HongKong
644391939,5,2019-1,United Kingdom,"It was my first time going to a Disneyland and it didn   t not disappoint. We saw shows of Moana and lion king, did all the rides and we also saw the parade. It was a pricy ticket to get in but we spent a whole day in the park. It was so much fun. I would highly recommend it.",Disneyland_HongKong
644334601,4,2018-12,Hong Kong,"It was a bit of a disappointment when you have to queue up for nearly 30 45 minutes for a rides. Even you want to get fast pass for the rides, they can tell you no pass is available. Park is not big and you can walk around everywhere. With young kids you can rent their wagon for 120hkd per day. Entrance fees is comparatively high as compared to other countries. But still worth to come as the kids love it!!",Disneyland_HongKong
644234622,4,2019-1,United Kingdom,"Our 6th visit to HK Disneyland. Everything is in close proximity and queues weren   t too bad   30 minutes tops. Not bad for New Year   s Day. Still a shame there are no fireworks, but knowing that beforehand we booked dinner when we would normally watch the fireworks display. ",Disneyland_HongKong
644207802,5,2018-12,South Africa,This is a great park which is great if you have kids under 13 years of age as it is not to big and can be done in a day if you push it. Kids and adults will love it,Disneyland_HongKong
644198402,3,2019-1,Singapore,"have not visited HK disneyland for a few years. compare to last time, toy story is good place to visit. but the star wars theme in tomorrowland is a big disappointment. we queued for long time for commander at post    just one was there R2D2   Shanghai disneyland is much better here. but the 8pm paint the night parade is fantastic!",Disneyland_HongKong
644141104,5,2019-1,United Kingdom,"Excellent day at Disney, queues for most rides less than 20 mins. Philarmagic amazing as always. Really nice feel to the park with far less crowding than Florida. The Iron Man experience was the highlight. Unfortunately evening parade was cancelled due to inclement weather. As in the whole of Hong Kong, public transport is cheap, efficient and very frequent.",Disneyland_HongKong
644117022,5,2018-12,Australia,"We, a family of 4, (kids 11yrs & 8yrs) went to Disneyland on Christmas Eve. We had read the reviews and just knew we had to be prepared for the crowds but I have to say, we were pleasantly surprised. We booked our tickets online through Klook, which proved effortless as we showed our QR codes to gain enterance and off we went. We were inside the main enterance just after gate opening. We had been to Disneyland California and roughly knew the rides we wanted to get on, so headed straight for them. We rode quite a few of the rides with little to no waiting time and made our way around the park easily picking rides depending on wait time. We only had the 1 day, so if you do too, I suggest you wear comfortable shoes. Yes, it   s a smaller park but there   s still kilometers to walk. Ultimately, we had a great day out and would definitely recommend a Hong Kong Disneyland visit.",Disneyland_HongKong
643982268,5,2019-1,South Africa,"We stayed at the Disneyland Hotel and spent 2 and a half days in the park with the kids. Hire strollers in the park for young kids at HK$120 to ease the kids walking and tiredness. A good spread of attractions and rides for old and young. Food in the Park is VERY expensive, HK$28 for a bottle of water! The Lion King and Mickey Magical Story book shows were outstanding and 20 30 minutes long to align to small kids attention spans. The Disneyland Park app came in very handy, displaying waiting times at rides and attractions as well as helping to navigate through the park.",Disneyland_HongKong
643940730,5,2018-12,Canada,"Spent a day here at the park on Christmas Eve, the experience was very magical. As always the park is filled with crowd but it did not affect our enjoyment of the day. Used the Disney app and was able to gauge approximate wait time for each ride. We came early in the day and was able to experience a good part of the park. Highly recommend the Grizzly Mine Car and Hyperspace rides. We also watched a few shows and parades. The Lion King show was particular magical, really brings back the kid in us. The evening Christmas themed shows are very memorable and well orchestrated! Definitely a magical and unique experience in HK ",Disneyland_HongKong
643934456,4,2019-1,Singapore,"Average waiting time for the more popular rides is 30min. Back to the future is replaced by Ironman, I guess. Buzz Lightyear is also being removed. Hyperspace mountain is too bright and windy to open eyes and it's a crazy non stop high speed roller coaster ride. I prefer Grizzly Gulch roller coaster. The speed varies, including a backward ride. There's a cycle of high speed ride too but it's more bearable than Hyperspace mountain.Food is very expensive in the park, as expected. Average HKD120 for a meal.",Disneyland_HongKong
643895752,5,2018-12,United Kingdom,"It was a magical experience, we had young children and they totally had so much fun. For the older children not too many things for them. The best time is at night when you get a more of a magical feel. Have too many photos, can't upload them all. ",Disneyland_HongKong
643881415,4,2018-12,Indonesia,"We went there with 2 days ticket as Disneyland offers this promotions, with 2@$15 voucher and free pop corn.Would strongly suggest to buy advanced online ticket to SKIP the line! You might want to compare official Disneyland with other online travel providers to get the best offer.This theme park is smaller compared to the Tokyo ones, yet as we went on Christmas holiday, around 50 mins waiting time is expected for each attraction, and in the end we can not try all rides. ",Disneyland_HongKong
643665572,5,2018-12,United States,"We showed up at the park about 45 minutes before the opening because I was worried about traffic and the entrance to the park was pretty empty. They opened the park a full half hour before the official opening! Once we were on Main Street, we were able to get photos and do a little shopping before the 10 am opening of Tomorrowland. Some rides opened early while others opened a little later. The castle was under construction, so that isn't a good picture right now. We did the Ironman ride which was very fun and there was no line at all. It seems that since Shanghai Disney opened it isn't as crowded at Hong Kong Disney. We did all the big rides that we wanted to do and funny enough the longest line was for Jungle Cruise. Haha! Our new favorite ride is Mystic Manor, a new and terrific version of Haunted Mansion. It is really well done! Be sure you see it! We loved the park! We made a reservation at Crystal Lotus but didn't have a cute dim sum reservation so we were not able to get that. I wrote a separate review on that restaurant. We had done the whole park and shopped by 1 pm. As we headed out to go to the Disneyland Hotel around 1pm, the crowds coming in were insane! Apparently everyone arrives late and stays late. So we were very happy to come early and leave early. Happy that we went, and enjoyed it! We got discount tickets from Klook.com in advance. When there isn't a crowd, it's a pretty small park and easy to manage. Go and have fun!",Disneyland_HongKong
643654267,4,2019-1,United States,"We were here with our 11 year old son. It is a smaller park compared to the parks in the U.S. and definitely doable in about 7 8 hours. Our favorite rides were the Grizzly Gulch, Hyperspace Mountain, and Iron Man Experience. My number one tip is to get there right at 10:00. No lines to buy tickets to get into the park and super quick to walk over to the rides. We were there on a Thursday in January and we didn   t have any lines longer than 5 minutes until around noon. We also got a fast pass for Hyper Space Mountain in the morning to be sure we could come back again later without waiting. I would also recommend downloading the Hong Kong Disneyland app to see wait times and get a map of the park. We ate at the Main Street Corner cafe and the sweet and sour chicken and shrimp and the burgers were really good. It was easy to get here with the MTR and it took us about 35 minutes to arrive from Kowloon. I don   t think I would come here a second time, but definitely worth a visit at least one time. ",Disneyland_HongKong
643637259,5,2018-6,Singapore,My 2nd time visiting HKG Disneyland...My children and ourselves enjoyed every moment when we were there...A place worth visiting...,Disneyland_HongKong
643624675,5,2018-5,Australia,"I visited Disneyland with my family and partner. My partner and sister were probably just young enough to get away with acting like big kids but even though we are all young adults plus my parents, we all had a great time. The rides were fantastic!Mystic Manor was a fantastic experience and appropriate for all ages, we went on this ride three times. Get to the Iron Man experience early and soak up everything that part of the park has to offer, it is an awesome section.We bought tickets that included meals and drinks and snacks and these were definitely the best value. There are heaps of options for restaurants to eat at so choose wisely where you use your voucher.If you're planning on purchasing souvenirs, take some extra cash as this can get quite expensive.The MTR Train into Disneyland is an experience in itself, it is a completely Disney train and make the experience all the more magical for the kids!",Disneyland_HongKong
643475292,5,2018-12,Qatar,"It is my 3rd visit since 2005Every time there is something new, they keeps updating adding attractionsUnfortunately they stop the fire work due to some refurbish for Princess CastleIt is not big one, 2 days is all you need there, but you will enjoy itMost of the attention for all years oldSo all the family will love it",Disneyland_HongKong
643466960,5,2018-12,Mauritius,"We visited Disneyland Hong Kong mid dec 18, we had such a lovely time there especially the kids. it wasn't too crowded at the entrance, actually we bought the ticket at the hotel itself and this saved us not to make the queue. if you want to explore everything better to go there in the morning itself. Great rides but queue is quite long. when you accompanied with kids you have to ensure extra money for rides toy shop pictures taken etc.... but it worth the price you pay and the nice moment.",Disneyland_HongKong
643428162,4,2018-12,China,"We went with 3 girls aged 5 to 13, and there was enough for everyone, which surprised me as I thought the eldest would be bored. Although it is quite geared to little princesses, there are enough good rides and nostalgic experiences to entertain most. To be honest, I really wasn't looking forward to this, as Disney isn't my thing, and I loathe plastic environments, but it was well done, and much more entertaining than I'd anticipated. The Mystic Manor ride was good but the queue was abysmal, and not very clearly signposted. The riverboat ride was fantastic, largely because of the guide who deserves either an Oscar or a pay rise for her brilliant commentary. The Runaway Mine Carts ride was extremely good fun, and very well done in terms of safety. Most queues moved surprisingly quickly, and it was all relatively painless, even for a Disney cynic like me. I much preferred it to Disneyland Paris, which I found to be much more plastic and money grubbing.",Disneyland_HongKong
643422295,3,2018-12,Thailand,"I think the hype about Hong Kong Disneyland Resort is more that the deliverable. The actual experience was not what I expected. The expectation was actually too much with all the video and pictures on line.There were very few characters to mingle with. A couple of them just came out a few minutes for picture shoots and headed back in. The on line videos showed Disney characters just walking around the park, interacting with people, making the ambiance of the park more Disney like. This was actually the expectation. I was expecting Cylons, Jedis, Mickey, Minne. Goofy, etc to been seen in the park. But unfortunately, we actually had to look for them.The entertainment in itself was not bad. The place was clean and the staff friendly. But the magical experience did not reach its peak.Don't go there with too much of expectation, or else you might be disappointed like I was. Worth a visit but not for repeats.",Disneyland_HongKong
643272932,4,2019-1,Australia,"Having previously been to Walt Disney World, I decided to take my kids to Hong Kong Disneyland for their first Disney park experience. This decision was mainly based on it being a smaller park so a little bit easier on their little legs. They absolutely adored it! My six year old went on every ride (apart from RC Racer due to height) and apart from Mystic Manor (which he found a little scary), he loved them all. The look of delight in my three year old   s face was also sweet. It was a fantastic warmer for the bigger parks in the U.S.A. One day park? Definitely not. We did every single ride (apart from RC Racer and Tarzan   s House) and every single show (apart from Moana) and parades, net characters, did none of the gardens and we just fit it into two days. And we were there from open to close with a stack of fast passes in hand. Maybe we were slowed down due to having little kids with us but I don   t know how people do the park in one day and do it justice. Where the park lost a star was the food and merchandise. The food was gross. That   s all I can say about that. The merchandise? Well unfortunately there were heaps of shops on Main Street but they all stocked exactly the same merchandise. Apart from Pandora which I don   t personally wear, there was nothing for adults. The variety just wasn   t there and the selection that was there was poor. Would I go back? Probably not now that it has been done but we are looking forward to the next Disney park. ",Disneyland_HongKong
643162499,3,2018-12,Indonesia,"I have been going to HK disneyland several times. Not much change. The parade is still the same and the attraction as well. New attraction is coming but unfortunately replacing my daughter favorite attraction. Some part near the castle is closed for renovation, make it not pleasant to take a picture. For those whom has not visited the park, it will be nice to experience it but after several times it will be boring.",Disneyland_HongKong
642957807,3,2018-12,Singapore,"This place is overrated. Entrance fees are expensive, the queues for rides are very long, the crowd is horrible. Tokyo Disneyland is much better. Btw, Ocean Park is way better!",Disneyland_HongKong
642829300,5,2018-2,Indonesia,"I love disney character since I was a kid, and I brought my daughter here and she loves every part of it. I love the parades, every different seasons too. It always makes me goosebump and love the music. I didn't make any much photos with the character but my daughter did. Worth to pay for the ticket for a year pass. This place is a happiest place on earth for me!",Disneyland_HongKong
