"transaction_id","customer_id","flight_destination","flight_date","n_guests","booking_date","total_spend","flight_type"
2558,1298,"Short Haul",2022-10-25,3,2022-08-24,18275.7615344751,"One-way"
2559,1298,"Long Haul",2022-05-17,2,2022-04-01,28896.5564528334,"Round-Trip"
2560,1299,"Domestic",2022-11-09,2,2022-10-28,6143.0831397135,"Round-Trip"
2561,1299,"Domestic",2022-12-19,3,2022-12-02,2090.56554582285,"One-way"
2562,1300,"Domestic",2022-11-16,2,2022-11-03,4704.86058910798,"One-way"
2563,1300,"Domestic",2022-11-27,2,2022-11-12,3978.77268811938,"One-way"
2564,1301,"Short Haul",2022-05-14,1,2022-03-23,9319.52485969267,"Round-Trip"
2565,1301,"Domestic",2022-06-17,1,2022-05-25,1238.13472889931,"One-way"
2566,1302,"Domestic",2022-05-11,3,2022-04-27,1787.67483267197,"One-way"
2567,1302,"Domestic",2022-11-09,1,2022-10-31,5259.76570306692,"One-way"
2568,1303,"Domestic",2022-05-10,1,2022-04-25,4912.39749424085,"Round-Trip"
2569,1303,"Long Haul",2022-12-06,1,2022-10-17,5445.49258079054,"One-way"
2570,1304,"Long Haul",2022-04-11,1,2022-02-14,23449.5586129574,"Round-Trip"
2571,1304,"Domestic",2022-11-20,1,2022-11-07,1646.75534563145,"One-way"
2572,1304,"Short Haul",2022-12-02,1,2022-10-07,7369.05158367014,"Round-Trip"
2573,1305,"Domestic",2022-10-24,2,2022-10-11,4567.3287623144,"Round-Trip"
2574,1306,"Domestic",2022-06-06,1,2022-05-23,3974.90890901237,"Round-Trip"
2575,1306,"Short Haul",2022-11-12,1,2022-09-12,5220.26070612734,"One-way"
2576,1307,"Domestic",2022-09-29,3,2022-09-14,9598.51078557067,"One-way"
2577,1308,"Domestic",2022-04-24,1,2022-04-07,3059.67284040782,"Round-Trip"
2578,1308,"Domestic",2022-05-23,2,2022-05-05,1710.0961709979,"Round-Trip"
2579,1309,"Short Haul",2022-05-06,6,2022-02-28,106732.1862286,"Round-Trip"
2580,1310,"Long Haul",2022-12-03,3,2022-10-01,46124.5508390973,"Round-Trip"
2581,1310,"Domestic",2022-04-18,1,2022-04-02,3028.92853783224,"Round-Trip"
2582,1311,"Domestic",2022-05-08,5,2022-04-21,6786.99954886482,"One-way"
2583,1311,"Domestic",2022-11-03,1,2022-10-21,5477.03012340885,"Round-Trip"
2584,1312,"Short Haul",2022-12-14,1,2022-09-28,2081.20259986401,"One-way"
2585,1312,"Domestic",2022-06-01,2,2022-05-19,1145.97112551765,"One-way"
2586,1313,"Domestic",2022-04-29,4,2022-04-11,22836.1435998961,"Round-Trip"
2587,1314,"Domestic",2022-10-23,1,2022-10-14,3431.5200991933,"Round-Trip"
2588,1315,"Long Haul",2022-11-29,3,2022-09-26,25199.2956796827,"One-way"
2589,1315,"Domestic",2022-11-16,1,2022-11-02,4068.93974950554,"One-way"
2590,1315,"Domestic",2022-11-18,1,2022-10-31,3280.70763733178,"Round-Trip"
2591,1316,"Short Haul",2022-05-22,1,2022-03-18,3394.24737644232,"One-way"
2592,1316,"Domestic",2022-11-23,1,2022-11-04,2828.88060541554,"Round-Trip"
2593,1317,"Domestic",2022-12-05,1,2022-11-24,3741.04719735398,"One-way"
2594,1317,"Domestic",2022-04-30,3,2022-04-14,10164.0087511816,"Open Jaw"
2595,1318,"Short Haul",2022-12-06,4,2022-10-18,49979.4375730091,"Open Jaw"
2596,1319,"Long Haul",2022-11-04,1,2022-09-14,12945.6503522035,"One-way"
2597,1320,"Domestic",2022-11-12,1,2022-10-27,1000,"One-way"
2598,1321,"Long Haul",2022-11-05,1,2022-09-01,11820.1367213475,"One-way"
2599,1322,"Domestic",2022-11-30,6,2022-11-09,6070.95215138771,"One-way"
2600,1322,"Domestic",2022-10-29,1,2022-10-18,3090.63420966373,"One-way"
2601,1322,"Short Haul",2022-11-12,1,2022-09-08,3209.89102307102,"One-way"
2602,1323,"Short Haul",2022-05-20,3,2022-03-30,21069.8057370313,"Round-Trip"
2603,1323,"Domestic",2022-11-13,1,2022-11-01,3595.16079251126,"Round-Trip"
2604,1323,"Short Haul",2022-12-06,1,2022-10-04,2601.83492188203,"One-way"
2605,1324,"Domestic",2022-04-21,5,2022-03-31,17053.5109761625,"One-way"
2606,1324,"Long Haul",2022-05-20,2,2022-04-01,27870.0588945399,"One-way"
2607,1325,"Short Haul",2022-10-19,1,2022-08-28,8157.20696896952,"Round-Trip"
2608,1325,"Domestic",2022-10-25,1,2022-10-13,2070.53515251874,"One-way"
2609,1325,"Domestic",2022-06-22,1,2022-06-08,1000,"One-way"
2610,1326,"Domestic",2022-05-02,4,2022-04-15,3201.39483670058,"Open Jaw"
2611,1327,"Short Haul",2022-04-21,1,2022-02-18,16013.7016109452,"Round-Trip"
2612,1327,"Short Haul",2022-10-30,1,2022-08-29,10143.6419986696,"Round-Trip"
2613,1328,"Long Haul",2022-04-24,3,2022-02-25,20794.2142146649,"One-way"
2614,1328,"Short Haul",2022-11-25,1,2022-10-08,5556.66730529389,"One-way"
2615,1329,"Domestic",2022-05-21,1,2022-04-30,3134.70581590026,"Round-Trip"
2616,1330,"Long Haul",2022-05-10,2,2022-03-14,48851.7064090172,"Round-Trip"
2617,1330,"Domestic",2022-05-03,3,2022-04-16,1224.88324150215,"One-way"
2618,1330,"Domestic",2022-06-27,2,2022-06-14,5239.69021128316,"One-way"
2619,1331,"Domestic",2022-11-26,1,2022-11-09,2810.28348740138,"One-way"
2620,1331,"Domestic",2022-05-21,4,2022-05-08,24895.7729969471,"Round-Trip"
2621,1332,"Domestic",2022-10-20,3,2022-10-04,3840.15096654961,"One-way"
2622,1332,"Domestic",2022-04-20,3,2022-03-29,19545.8027322616,"Round-Trip"
2623,1332,"Short Haul",2022-12-15,3,2022-10-06,20675.5245093209,"One-way"
2624,1333,"Domestic",2022-10-21,1,2022-10-02,3369.32055235587,"One-way"
2625,1333,"Long Haul",2022-06-09,1,2022-04-10,7291.00750075781,"One-way"
2626,1334,"Domestic",2022-11-28,3,2022-11-18,2769.91458390894,"One-way"
2627,1334,"Short Haul",2022-11-28,2,2022-10-02,25179.7429453259,"Round-Trip"
2628,1334,"Domestic",2022-12-16,3,2022-11-26,2352.97994567657,"Open Jaw"
2629,1334,"Domestic",2022-11-07,3,2022-10-24,10467.1176286979,"One-way"
2630,1335,"Short Haul",2022-12-10,3,2022-10-06,21353.903853591,"One-way"
2631,1335,"Domestic",2022-03-22,2,2022-03-04,7438.4747174964,"One-way"
2632,1335,"Short Haul",2022-11-09,2,2022-09-14,16959.3549194574,"Round-Trip"
2633,1336,"Domestic",2022-12-03,2,2022-11-10,3673.17857410212,"One-way"
2634,1337,"Domestic",2022-11-26,1,2022-11-19,1734.36175844769,"Open Jaw"
2635,1338,"Domestic",2022-05-14,3,2022-04-29,5939.73506107711,"One-way"
2636,1338,"Domestic",2022-11-08,1,2022-10-20,1000,"Round-Trip"
2637,1338,"Domestic",2022-04-04,2,2022-03-14,3306.0773077024,"One-way"
2638,1338,"Domestic",2022-10-10,1,2022-09-28,3991.70514447749,"Round-Trip"
2639,1339,"Short Haul",2022-05-26,2,2022-04-08,14554.2234834368,"One-way"
2640,1339,"Long Haul",2022-05-09,2,2022-03-08,31055.0217308458,"Open Jaw"
2641,1340,"Domestic",2022-11-19,1,2022-11-07,3793.51128883331,"Round-Trip"
2642,1340,"Domestic",2022-11-15,3,2022-11-01,1000,"One-way"
2643,1340,"Long Haul",2022-05-05,1,2022-03-08,8778.33255339967,"One-way"
2644,1341,"Domestic",2022-04-16,1,2022-04-01,1000,"One-way"
2645,1341,"Long Haul",2022-05-06,3,2022-03-06,27444.3077547179,"One-way"
2646,1342,"Long Haul",2022-10-21,3,2022-08-18,36963.1214579585,"Round-Trip"
2647,1342,"Long Haul",2022-05-15,1,2022-03-07,6682.88467276284,"One-way"
2648,1343,"Domestic",2022-06-22,1,2022-06-08,2998.75107848375,"Open Jaw"
2649,1344,"Short Haul",2022-05-27,3,2022-03-31,15314.7110949884,"One-way"
2650,1344,"Domestic",2022-11-28,1,2022-11-07,1000,"One-way"
2651,1344,"Domestic",2022-12-17,1,2022-11-26,4083.25120523944,"Round-Trip"
2652,1344,"Short Haul",2022-11-01,1,2022-08-25,8039.22456866013,"Round-Trip"
2653,1345,"Domestic",2022-11-06,3,2022-10-19,6220.51994964519,"One-way"
2654,1346,"Short Haul",2022-11-09,4,2022-09-05,42986.3525021028,"One-way"
2655,1346,"Domestic",2022-11-11,2,2022-10-29,7690.5800396015,"Round-Trip"
2656,1347,"Domestic",2022-11-22,4,2022-11-08,20301.5834067287,"Round-Trip"
2657,1348,"Short Haul",2022-10-29,2,2022-09-01,27772.6275128951,"Open Jaw"
2658,1348,"Domestic",2022-05-22,2,2022-05-08,1248.73608941444,"One-way"
2659,1349,"Domestic",2022-11-04,1,2022-10-17,1746.95804003468,"One-way"
2660,1349,"Short Haul",2022-10-23,1,2022-08-21,3503.7529131753,"One-way"
2661,1349,"Domestic",2022-05-02,1,2022-04-12,3107.58466219493,"Open Jaw"
2662,1350,"Domestic",2022-10-17,4,2022-10-02,11271.9693363194,"One-way"
2663,1350,"Domestic",2022-11-20,2,2022-11-07,7988.22014755999,"Round-Trip"
2664,1351,"Short Haul",2022-12-01,2,2022-09-22,23304.3216014336,"Round-Trip"
2665,1351,"Domestic",2022-05-12,3,2022-04-20,1478.16974341517,"One-way"
2666,1352,"Domestic",2022-05-24,1,2022-05-13,1000,"One-way"
2667,1352,"Long Haul",2022-11-17,1,2022-09-18,12334.6154955059,"Open Jaw"
2668,1353,"Domestic",2022-05-06,1,2022-04-24,1824.46983454355,"One-way"
2669,1353,"Domestic",2022-12-19,1,2022-12-02,2512.49017245963,"Round-Trip"
2670,1353,"Domestic",2022-12-16,1,2022-12-04,6358.33588761541,"Round-Trip"
2671,1354,"Domestic",2022-05-31,4,2022-05-19,11826.7104739784,"Round-Trip"
2672,1354,"Short Haul",2022-05-12,5,2022-03-19,19186.4206282148,"One-way"
2673,1354,"Domestic",2022-03-29,3,2022-03-16,8630.91338596325,"One-way"
2674,1355,"Domestic",2022-11-13,6,2022-11-03,9914.86701119112,"One-way"
2675,1355,"Domestic",2022-04-30,2,2022-04-23,6701.5048865161,"One-way"
2676,1356,"Domestic",2022-04-29,4,2022-04-16,1306.44147029845,"One-way"
2677,1357,"Domestic",2022-05-05,2,2022-04-14,3556.99652831468,"Open Jaw"
2678,1358,"Short Haul",2022-11-18,1,2022-09-19,5639.68048842496,"One-way"
2679,1358,"Domestic",2022-05-13,1,2022-04-25,1254.0932280052,"One-way"
2680,1359,"Domestic",2022-05-04,1,2022-04-25,3414.61860137944,"One-way"
2681,1359,"Long Haul",2022-04-14,1,2022-02-20,8666.18856115985,"One-way"
2682,1360,"Domestic",2022-06-13,1,2022-05-28,1356.61569864466,"Round-Trip"
2683,1361,"Domestic",2022-11-05,4,2022-10-13,11107.4835084326,"Round-Trip"
2684,1361,"Domestic",2022-12-14,6,2022-11-27,10592.2139235547,"One-way"
2685,1362,"Domestic",2022-11-05,2,2022-10-20,6205.81285455907,"One-way"
2686,1362,"Short Haul",2022-05-21,1,2022-03-23,6448.4195934402,"One-way"
2687,1363,"Long Haul",2022-05-13,1,2022-03-17,11755.4345126751,"One-way"
2688,1364,"Domestic",2022-11-22,1,2022-11-12,2140.98069436199,"Round-Trip"
2689,1365,"Domestic",2022-12-01,4,2022-11-15,6670.47004972995,"One-way"
2690,1365,"Short Haul",2022-04-19,5,2022-02-18,21328.54444441,"One-way"
2691,1366,"Long Haul",2022-11-26,2,2022-09-16,42645.8279006424,"Round-Trip"
2692,1366,"Domestic",2022-10-15,1,2022-09-25,1296.20120165544,"Round-Trip"
2693,1367,"Domestic",2022-11-21,1,2022-11-04,2449.58634282967,"One-way"
2694,1367,"Domestic",2022-11-28,1,2022-11-09,1825.64539921439,"One-way"
2695,1367,"Domestic",2022-10-19,1,2022-10-08,1320.4949962131,"One-way"
2696,1368,"Domestic",2022-05-17,1,2022-04-30,4370.58441914405,"One-way"
2697,1369,"Short Haul",2022-05-02,2,2022-02-21,11446.2441666201,"One-way"
2698,1369,"Domestic",2022-05-13,1,2022-04-12,2572.02259612961,"Round-Trip"
2699,1370,"Long Haul",2022-10-29,6,2022-09-12,43001.210569329,"One-way"
2700,1371,"Long Haul",2022-10-29,1,2022-08-24,21929.036331666,"Round-Trip"
2701,1371,"Domestic",2022-05-03,5,2022-04-16,4723.48291337776,"One-way"
2702,1371,"Short Haul",2022-10-19,1,2022-09-01,7074.2060858145,"One-way"
2703,1371,"Long Haul",2022-12-08,1,2022-10-12,8457.69982188784,"One-way"
2704,1372,"Long Haul",2022-12-12,3,2022-10-14,34236.8507029634,"One-way"
2705,1372,"Domestic",2022-06-11,1,2022-05-20,1000,"One-way"
2706,1373,"Short Haul",2022-05-06,3,2022-03-12,9718.59176236062,"One-way"
2707,1374,"Short Haul",2022-11-16,2,2022-09-21,15938.7771365198,"One-way"
2708,1375,"Domestic",2022-11-10,1,2022-10-25,2511.95033546364,"Round-Trip"
2709,1375,"Short Haul",2022-11-01,3,2022-08-22,13052.5912814304,"One-way"
2710,1375,"Domestic",2022-06-03,1,2022-05-15,1884.24912068487,"Open Jaw"
2711,1375,"Long Haul",2022-11-20,4,2022-09-16,53238.4784744695,"One-way"
2712,1376,"Domestic",2022-12-07,2,2022-11-21,1753.03454563701,"One-way"
2713,1376,"Domestic",2022-10-23,5,2022-10-09,12359.1157493324,"One-way"
2714,1377,"Short Haul",2022-05-08,3,2022-03-08,19664.0369759642,"One-way"
2715,1377,"Domestic",2022-11-09,7,2022-10-20,11036.1375327921,"One-way"
2716,1378,"Long Haul",2022-05-05,3,2022-03-05,25742.9551327599,"One-way"
2717,1378,"Domestic",2022-11-28,1,2022-11-14,2904.07437418701,"One-way"
2718,1379,"Short Haul",2022-06-06,3,2022-04-02,16991.1850625563,"One-way"
2719,1380,"Long Haul",2022-10-27,1,2022-08-31,8210.27437905023,"One-way"
2720,1380,"Domestic",2022-06-03,1,2022-05-21,1000,"One-way"
2721,1380,"Short Haul",2022-05-29,1,2022-03-24,4825.27365629754,"One-way"
2722,1381,"Domestic",2022-12-03,1,2022-11-22,1000,"One-way"
2723,1381,"Short Haul",2022-11-09,3,2022-09-07,14639.8575732397,"One-way"
2724,1382,"Domestic",2022-05-29,1,2022-05-19,4407.90026781921,"Open Jaw"
2725,1383,"Short Haul",2022-11-21,4,2022-09-19,33543.3331315288,"One-way"
2726,1384,"Domestic",2022-10-18,2,2022-10-10,7594.63317798315,"Round-Trip"
2727,1385,"Short Haul",2022-05-17,1,2022-03-25,4846.58369959727,"One-way"
2728,1385,"Short Haul",2022-04-26,3,2022-02-19,23224.8999999357,"Round-Trip"
2729,1386,"Long Haul",2022-12-04,1,2022-09-19,10758.2292332872,"One-way"
2730,1386,"Domestic",2022-06-04,1,2022-05-16,5315.53507780716,"One-way"
2731,1386,"Domestic",2022-12-12,3,2022-11-20,5554.93493600409,"Round-Trip"
2732,1387,"Short Haul",2022-11-01,1,2022-08-28,6861.78720526919,"One-way"
2733,1388,"Domestic",2022-11-19,1,2022-11-04,1000,"One-way"
2734,1388,"Long Haul",2022-11-15,1,2022-09-03,14631.6634151972,"Open Jaw"
2735,1388,"Short Haul",2022-06-30,4,2022-04-25,35137.9923288446,"Round-Trip"
2736,1389,"Domestic",2022-06-08,1,2022-05-31,4001.25795686656,"One-way"
2737,1390,"Short Haul",2022-11-05,1,2022-09-04,8719.79323206419,"One-way"
2738,1391,"Domestic",2022-05-29,1,2022-05-10,3282.34658944361,"Round-Trip"
2739,1391,"Domestic",2022-12-11,1,2022-11-29,5949.22531858425,"One-way"
2740,1391,"Domestic",2022-05-27,6,2022-05-13,13536.2128085649,"Round-Trip"
2741,1392,"Domestic",2022-11-18,1,2022-11-02,1721.70626647397,"Round-Trip"
2742,1392,"Domestic",2022-11-17,3,2022-11-04,9241.87419258464,"One-way"
2743,1393,"Domestic",2022-12-09,3,2022-11-27,3570.30868441153,"Open Jaw"
2744,1394,"Long Haul",2022-12-25,3,2022-11-09,61111.3407306333,"Round-Trip"
2745,1394,"Long Haul",2022-12-06,1,2022-10-10,7636.8753013273,"One-way"
2746,1395,"Long Haul",2022-11-27,1,2022-09-16,22660.2748132018,"Open Jaw"
2747,1395,"Short Haul",2022-06-25,1,2022-04-21,8582.14539867976,"One-way"
2748,1395,"Long Haul",2022-11-23,1,2022-10-09,18975.593583199,"Round-Trip"
2749,1395,"Domestic",2022-05-22,1,2022-05-16,1660.70118375785,"One-way"
2750,1396,"Long Haul",2022-11-13,1,2022-09-15,14278.9647833947,"One-way"
2751,1397,"Domestic",2022-04-17,3,2022-03-29,5146.06151101183,"One-way"
2752,1398,"Long Haul",2022-11-12,3,2022-09-16,32734.4158548913,"One-way"
2753,1398,"Short Haul",2022-04-30,3,2022-03-11,15808.3667058039,"One-way"
2754,1399,"Long Haul",2022-11-12,4,2022-09-09,33500.5145361465,"One-way"
2755,1399,"Domestic",2022-05-04,2,2022-04-24,3720.94296639563,"One-way"
2756,1399,"Domestic",2022-12-06,5,2022-11-23,5285.79503373854,"One-way"
2757,1399,"Short Haul",2022-11-17,2,2022-09-20,11652.4053410401,"One-way"
2758,1399,"Short Haul",2022-09-29,2,2022-07-20,29714.6751943151,"Round-Trip"
2759,1400,"Short Haul",2022-12-30,1,2022-10-25,8117.79279650682,"One-way"
2760,1401,"Domestic",2022-11-16,3,2022-10-28,1000.89088376928,"One-way"
2761,1401,"Domestic",2022-05-13,1,2022-04-27,2047.4633430444,"One-way"
2762,1401,"Domestic",2022-04-28,1,2022-04-19,4072.41893444467,"Round-Trip"
2763,1402,"Long Haul",2022-10-22,1,2022-08-21,8153.6405186475,"One-way"
2764,1403,"Domestic",2022-11-08,1,2022-10-29,1000,"One-way"
2765,1404,"Short Haul",2022-12-02,3,2022-10-10,17969.8667162569,"One-way"
2766,1404,"Domestic",2022-11-18,2,2022-11-01,1592.96793677684,"One-way"
2767,1404,"Short Haul",2022-05-26,2,2022-03-22,7429.00796189216,"One-way"
2768,1405,"Short Haul",2022-11-22,3,2022-09-29,25274.1309544564,"Round-Trip"
2769,1406,"Short Haul",2022-05-23,5,2022-03-20,22276.4472359664,"One-way"
2770,1407,"Long Haul",2022-06-27,5,2022-04-24,32171.5428616186,"One-way"
2771,1408,"Domestic",2022-06-22,1,2022-06-03,3099.69986034141,"Round-Trip"
2772,1408,"Long Haul",2022-11-03,1,2022-08-31,16059.9153508381,"Round-Trip"
2773,1409,"Long Haul",2022-12-16,2,2022-10-20,43956.8564063078,"Round-Trip"
2774,1410,"Long Haul",2022-11-23,1,2022-09-24,10262.6600227505,"One-way"
2775,1410,"Domestic",2022-11-05,3,2022-10-24,3341.27232828017,"One-way"
2776,1410,"Short Haul",2022-12-07,1,2022-10-17,11670.4078705739,"Round-Trip"
2777,1411,"Domestic",2022-04-25,2,2022-04-11,4155.89138524432,"Round-Trip"
2778,1412,"Short Haul",2022-10-30,1,2022-09-10,8028.52823217379,"Round-Trip"
2779,1412,"Domestic",2022-10-29,1,2022-10-15,2950.29585615139,"One-way"
2780,1412,"Long Haul",2022-06-05,4,2022-04-12,61252.1588838139,"One-way"
2781,1413,"Short Haul",2022-05-16,1,2022-03-16,9178.42376973373,"Round-Trip"
2782,1413,"Long Haul",2022-11-04,2,2022-08-24,30001.5993256477,"Round-Trip"
2783,1414,"Short Haul",2022-05-20,1,2022-03-27,5263.48093418124,"One-way"
2784,1414,"Long Haul",2022-05-14,1,2022-03-09,24402.516215376,"Round-Trip"
2785,1415,"Domestic",2022-11-19,2,2022-11-05,4580.96814493104,"One-way"
2786,1416,"Domestic",2022-10-21,3,2022-10-05,4905.22618310029,"One-way"
2787,1416,"Domestic",2022-06-06,1,2022-05-25,3154.34528761003,"One-way"
2788,1417,"Long Haul",2022-05-18,1,2022-03-17,6361.84562746861,"One-way"
2789,1417,"Domestic",2022-10-15,1,2022-09-29,2219.10908232225,"One-way"
2790,1418,"Domestic",2022-05-15,1,2022-04-27,5543.87037504781,"Round-Trip"
2791,1418,"Domestic",2022-10-15,1,2022-09-30,2431.10243927495,"Round-Trip"
2792,1419,"Long Haul",2022-05-04,3,2022-03-06,82382.3640843547,"Round-Trip"
2793,1419,"Long Haul",2022-12-17,3,2022-10-25,18939.7451964173,"One-way"
2794,1420,"Domestic",2022-06-04,3,2022-05-20,2776.53627034814,"One-way"
2795,1421,"Long Haul",2022-05-27,1,2022-03-15,12121.5445968643,"One-way"
2796,1421,"Domestic",2022-11-27,4,2022-11-14,5539.14638801661,"One-way"
2797,1422,"Long Haul",2022-12-20,1,2022-10-26,9052.80276651149,"One-way"
2798,1422,"Domestic",2022-05-22,1,2022-05-09,5498.47292185565,"One-way"
2799,1422,"Short Haul",2022-11-14,1,2022-09-06,5169.74263019122,"One-way"
2800,1423,"Domestic",2022-11-29,1,2022-11-17,2493.97253750992,"One-way"
2801,1424,"Domestic",2022-11-06,1,2022-10-25,2919.32472683486,"One-way"
2802,1424,"Domestic",2022-05-01,1,2022-04-19,5215.45582217372,"One-way"
2803,1425,"Long Haul",2022-05-20,3,2022-03-18,24297.0844170592,"One-way"
2804,1425,"Short Haul",2022-06-01,2,2022-04-05,11768.8578017492,"One-way"
2805,1426,"Short Haul",2022-11-17,2,2022-10-12,18584.5496450714,"One-way"
2806,1426,"Short Haul",2022-05-20,1,2022-03-24,11700.8194743616,"Round-Trip"
2807,1427,"Short Haul",2022-05-30,2,2022-04-08,15628.9041377773,"One-way"
2808,1428,"Long Haul",2022-10-19,1,2022-08-20,24443.2042598214,"Round-Trip"
2809,1428,"Domestic",2022-12-17,3,2022-12-04,7682.13913747704,"One-way"
2810,1428,"Domestic",2022-05-09,1,2022-04-24,3361.73439859941,"One-way"
2811,1429,"Short Haul",2022-06-22,3,2022-04-08,23117.0151725174,"Round-Trip"
2812,1430,"Long Haul",2022-11-21,3,2022-09-25,40591.7122698732,"One-way"
2813,1430,"Domestic",2022-12-05,1,2022-11-23,1071.14544248747,"One-way"
2814,1431,"Domestic",2022-05-20,1,2022-05-09,3962.71411030116,"One-way"
2815,1432,"Short Haul",2022-12-03,1,2022-09-28,5330.67502028095,"One-way"
2816,1432,"Domestic",2022-10-29,3,2022-10-13,11956.0888652309,"Round-Trip"
2817,1433,"Short Haul",2022-11-26,1,2022-09-30,8844.79470962575,"One-way"
2818,1433,"Domestic",2022-10-27,1,2022-10-17,3093.80240340526,"One-way"
2819,1433,"Domestic",2022-11-10,1,2022-10-23,1000,"One-way"
2820,1434,"Domestic",2022-05-31,3,2022-05-17,4491.85826627639,"Round-Trip"
2821,1435,"Domestic",2022-04-30,1,2022-04-20,2940.81816577593,"Round-Trip"
2822,1435,"Long Haul",2022-10-31,3,2022-09-07,43859.2481250444,"Round-Trip"
2823,1435,"Domestic",2022-11-07,1,2022-10-16,2891.13100923329,"One-way"
2824,1436,"Domestic",2022-12-01,2,2022-11-16,2794.47472530713,"One-way"
2825,1437,"Short Haul",2022-05-10,1,2022-03-16,12903.2584317983,"Round-Trip"
2826,1438,"Domestic",2022-11-19,1,2022-11-10,3106.13102645555,"One-way"
2827,1438,"Short Haul",2022-12-03,1,2022-10-01,6399.98496839045,"One-way"
2828,1439,"Domestic",2022-05-19,1,2022-04-29,2295.91756300296,"One-way"
2829,1439,"Short Haul",2022-05-04,1,2022-03-15,11250.2755775743,"Round-Trip"
2830,1440,"Domestic",2022-11-09,1,2022-10-25,1000,"One-way"
2831,1440,"Domestic",2022-11-24,3,2022-11-12,1225.7139496375,"One-way"
2832,1441,"Short Haul",2022-11-23,3,2022-09-25,14390.9900095968,"One-way"
2833,1442,"Long Haul",2022-11-19,6,2022-08-29,53127.9006274386,"One-way"
2834,1443,"Domestic",2022-04-29,5,2022-04-14,28443.7262768602,"Round-Trip"
2835,1443,"Short Haul",2022-05-12,3,2022-03-11,20981.618750629,"Round-Trip"
2836,1444,"Domestic",2022-11-25,1,2022-11-12,1000,"Round-Trip"
2837,1445,"Domestic",2022-11-26,1,2022-11-15,2009.42908795112,"One-way"
2838,1446,"Short Haul",2022-12-18,1,2022-10-20,10558.9043687986,"Round-Trip"
2839,1446,"Long Haul",2022-11-25,1,2022-09-26,13206.443972288,"Open Jaw"
2840,1447,"Domestic",2022-11-30,1,2022-11-16,6266.09558611643,"Round-Trip"
2841,1447,"Short Haul",2022-11-30,1,2022-10-08,5029.01074776361,"One-way"
2842,1448,"Domestic",2022-11-24,3,2022-11-12,6999.75804740282,"One-way"
2843,1448,"Short Haul",2022-05-14,4,2022-03-16,32059.6194508248,"Open Jaw"
2844,1449,"Long Haul",2022-04-22,1,2022-02-24,11357.6051517717,"One-way"
2845,1449,"Domestic",2022-05-16,5,2022-05-01,14533.5667539998,"Round-Trip"
2846,1449,"Domestic",2022-10-31,3,2022-10-18,4253.51434258737,"One-way"
2847,1449,"Domestic",2022-05-02,1,2022-04-08,2865.07195363267,"One-way"
2848,1450,"Short Haul",2022-05-13,1,2022-03-10,10611.7037550741,"Round-Trip"
2849,1451,"Long Haul",2022-11-22,1,2022-09-14,7322.50628020226,"One-way"
2850,1452,"Domestic",2022-05-04,1,2022-04-25,3789.54619280555,"One-way"
2851,1452,"Domestic",2022-05-07,1,2022-04-19,1872.81257103139,"Round-Trip"
2852,1452,"Domestic",2022-11-06,1,2022-10-26,4926.4186262418,"One-way"
2853,1452,"Domestic",2022-10-30,1,2022-10-13,1000,"One-way"
2854,1453,"Domestic",2022-11-15,3,2022-11-04,14305.5573183053,"Round-Trip"
2855,1453,"Short Haul",2022-05-25,4,2022-03-22,16876.3926507522,"One-way"
2856,1453,"Domestic",2022-10-27,2,2022-10-11,2186.9492971667,"One-way"
2857,1454,"Short Haul",2022-05-28,3,2022-03-25,40915.0959868634,"Round-Trip"
2858,1455,"Domestic",2022-10-23,3,2022-10-11,11407.6635234274,"Open Jaw"
2859,1455,"Domestic",2022-12-29,1,2022-12-14,1000,"One-way"
2860,1455,"Long Haul",2022-11-02,4,2022-09-02,32067.226902777,"One-way"
2861,1455,"Domestic",2022-05-28,2,2022-05-09,3311.14745982694,"Round-Trip"
2862,1456,"Short Haul",2022-11-02,1,2022-08-31,11820.7397268068,"Round-Trip"
2863,1456,"Long Haul",2022-05-19,1,2022-03-25,23083.6147918772,"Round-Trip"
2864,1457,"Domestic",2022-12-10,3,2022-11-21,6543.04106119378,"Open Jaw"
2865,1458,"Short Haul",2022-03-31,1,2022-01-27,8274.13549252608,"One-way"
2866,1458,"Long Haul",2022-11-12,4,2022-09-06,32063.9673296411,"One-way"
2867,1458,"Domestic",2022-11-25,2,2022-11-06,4561.70198707641,"One-way"
2868,1459,"Domestic",2022-04-16,1,2022-04-05,4506.22047885921,"One-way"
2869,1459,"Domestic",2022-10-31,1,2022-10-18,4270.13055952514,"Round-Trip"
2870,1460,"Short Haul",2022-12-06,3,2022-10-09,35475.4221078786,"Round-Trip"
2871,1460,"Domestic",2022-11-04,1,2022-10-16,1236.91086209588,"One-way"
2872,1460,"Domestic",2022-12-17,4,2022-12-03,14481.6138674693,"Round-Trip"
2873,1461,"Domestic",2022-11-01,3,2022-10-14,1000,"One-way"
2874,1462,"Short Haul",2022-10-28,3,2022-09-02,16582.8867572405,"One-way"
2875,1463,"Domestic",2022-05-01,3,2022-04-15,9400.48585772078,"Round-Trip"
2876,1463,"Domestic",2022-05-03,1,2022-04-18,3705.2698748681,"One-way"
2877,1464,"Short Haul",2022-11-11,1,2022-09-15,12320.9148975979,"Round-Trip"
2878,1465,"Short Haul",2022-11-30,3,2022-09-30,52225.8169286347,"Round-Trip"
2879,1465,"Domestic",2022-05-29,1,2022-05-05,5684.90628931052,"Round-Trip"
