"customer_id","age","sex","region","major_region","married","no_of_children"
1571,48,"M","MIMAROPA","Luzon",FALSE,0
1572,30,"M","Region 5 - Bicol","Luzon",FALSE,0
1573,30,"M","Region 7 - C. Visayas","Visayas",TRUE,1
1574,28,"F","Region 1 - Ilocos","Luzon",FALSE,0
1575,20,"M","Region 2 - Cagayan","Luzon",FALSE,2
1576,15,"M","Region 4 - CALABARZON","Luzon",FALSE,0
1577,23,"F","Region 4 - CALABARZON","Luzon",FALSE,0
1578,48,"M","Region 6 - W. Visayas","Visayas",TRUE,2
1579,15,"M","Region 3 - Central Luzon","Luzon",FALSE,0
1580,36,"M","Region 4 - CALABARZON","Luzon",FALSE,0
1581,27,"F","Region 4 - CALABARZON","Luzon",TRUE,2
1582,17,"M","MIMAROPA","Luzon",FALSE,0
1583,53,"M","Region 7 - C. Visayas","Visayas",FALSE,0
1584,42,"F","Region 8 - E. Visayas","Visayas",TRUE,0
1585,45,"M","BARMM","Mindanao",FALSE,0
1586,36,"M","Region 2 - Cagayan","Luzon",FALSE,0
1587,15,"M","Region 11 - Davao","Mindanao",FALSE,1
1588,29,"F","Region 4 - CALABARZON","Luzon",FALSE,0
1589,44,"F","NCR","Luzon",TRUE,0
1590,30,"M","Region 4 - CALABARZON","Luzon",FALSE,0
1591,26,"F","Region 11 - Davao","Mindanao",FALSE,0
1592,34,"F","Region 7 - C. Visayas","Visayas",TRUE,0
1593,36,"F","Region 6 - W. Visayas","Visayas",FALSE,0
1594,15,"F","Region 12 - SOCCKSARGEN","Mindanao",TRUE,1
1595,36,"M","Region 7 - C. Visayas","Visayas",TRUE,0
1596,33,"F","MIMAROPA","Luzon",FALSE,0
1597,22,"F","MIMAROPA","Luzon",TRUE,0
1598,33,"M","Region 13 - Caraga","Mindanao",FALSE,0
1599,16,"M","NCR","Luzon",TRUE,0
1600,21,"M","MIMAROPA","Luzon",FALSE,0
1601,37,"F","Region 3 - Central Luzon","Luzon",TRUE,1
1602,43,"M","BARMM","Mindanao",FALSE,0
1603,24,"F","Region 6 - W. Visayas","Visayas",FALSE,2
1604,19,"M","Region 10 - N. Mindanao","Mindanao",TRUE,0
1605,22,"F","Region 13 - Caraga","Mindanao",FALSE,0
1606,41,"M","Region 1 - Ilocos","Luzon",TRUE,1
1607,35,"M","Region 4 - CALABARZON","Luzon",FALSE,0
1608,25,"F","Region 9 - Zamboanga","Mindanao",FALSE,0
1609,31,"F","BARMM","Mindanao",FALSE,0
1610,49,"F","NCR","Luzon",FALSE,0
1611,31,"F","Region 4 - CALABARZON","Luzon",FALSE,0
1612,41,"F","Region 4 - CALABARZON","Luzon",FALSE,0
1613,42,"M","Region 10 - N. Mindanao","Mindanao",FALSE,0
1614,40,"M","Region 10 - N. Mindanao","Mindanao",FALSE,0
1615,31,"F","Region 1 - Ilocos","Luzon",FALSE,0
1616,20,"M","Region 9 - Zamboanga","Mindanao",TRUE,0
1617,18,"M","CAR","Luzon",TRUE,0
1618,24,"F","Region 4 - CALABARZON","Luzon",FALSE,0
1619,37,"M","Region 4 - CALABARZON","Luzon",FALSE,1
1620,24,"F","Region 2 - Cagayan","Luzon",FALSE,0
1621,27,"F","Region 3 - Central Luzon","Luzon",TRUE,0
1622,17,"M","Region 3 - Central Luzon","Luzon",TRUE,0
1623,21,"F","NCR","Luzon",TRUE,0
1624,31,"F","BARMM","Mindanao",TRUE,0
1625,43,"F","Region 4 - CALABARZON","Luzon",TRUE,0
1626,37,"M","NCR","Luzon",TRUE,0
1627,24,"M","Region 2 - Cagayan","Luzon",FALSE,0
1628,42,"F","Region 4 - CALABARZON","Luzon",FALSE,2
1629,39,"M","Region 3 - Central Luzon","Luzon",TRUE,2
1630,37,"F","Region 4 - CALABARZON","Luzon",TRUE,0
1631,28,"F","Region 11 - Davao","Mindanao",TRUE,0
1632,24,"M","CAR","Luzon",FALSE,0
1633,22,"M","Region 13 - Caraga","Mindanao",TRUE,0
1634,28,"F","Region 3 - Central Luzon","Luzon",FALSE,0
1635,26,"M","Region 4 - CALABARZON","Luzon",TRUE,0
1636,31,"M","Region 11 - Davao","Mindanao",FALSE,0
1637,29,"F","Region 10 - N. Mindanao","Mindanao",FALSE,0
1638,31,"M","NCR","Luzon",FALSE,0
1639,32,"M","Region 1 - Ilocos","Luzon",FALSE,0
1640,32,"M","Region 2 - Cagayan","Luzon",FALSE,0
1641,20,"M","Region 3 - Central Luzon","Luzon",FALSE,0
1642,27,"F","Region 3 - Central Luzon","Luzon",FALSE,0
1643,27,"F","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
1644,34,"M","Region 3 - Central Luzon","Luzon",FALSE,1
1645,22,"M","Region 11 - Davao","Mindanao",FALSE,0
1646,28,"M","Region 8 - E. Visayas","Visayas",FALSE,0
1647,57,"M","NCR","Luzon",FALSE,0
1648,49,"Other","Region 4 - CALABARZON","Luzon",TRUE,0
1649,38,"F","Region 3 - Central Luzon","Luzon",TRUE,0
1650,30,"F","Region 8 - E. Visayas","Visayas",TRUE,0
1651,29,"F","Region 11 - Davao","Mindanao",FALSE,0
1652,15,"F","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
1653,28,"M","Region 4 - CALABARZON","Luzon",TRUE,1
1654,41,"F","Region 3 - Central Luzon","Luzon",TRUE,2
1655,49,"F","Region 3 - Central Luzon","Luzon",FALSE,0
1656,15,"M","Region 1 - Ilocos","Luzon",FALSE,0
1657,34,"M","Region 4 - CALABARZON","Luzon",TRUE,1
1658,21,"M","Region 1 - Ilocos","Luzon",TRUE,2
1659,15,"F","NCR","Luzon",TRUE,2
1660,27,"M","Region 4 - CALABARZON","Luzon",TRUE,0
1661,25,"M","Region 3 - Central Luzon","Luzon",TRUE,0
1662,29,"M","Region 11 - Davao","Mindanao",TRUE,2
1663,15,"M","Region 9 - Zamboanga","Mindanao",TRUE,0
1664,44,"F","Region 3 - Central Luzon","Luzon",TRUE,4
1665,27,"F","MIMAROPA","Luzon",FALSE,0
1666,29,"M","Region 3 - Central Luzon","Luzon",TRUE,1
1667,23,"F","Region 4 - CALABARZON","Luzon",FALSE,0
1668,43,"F","NCR","Luzon",FALSE,0
1669,28,"M","Region 1 - Ilocos","Luzon",TRUE,1
1670,33,"F","Region 9 - Zamboanga","Mindanao",TRUE,0
1671,26,"F","Region 1 - Ilocos","Luzon",TRUE,0
1672,17,"M","Region 4 - CALABARZON","Luzon",FALSE,0
1673,29,"M","NCR","Luzon",FALSE,0
1674,35,"M","Region 4 - CALABARZON","Luzon",FALSE,1
1675,47,"M","Region 1 - Ilocos","Luzon",TRUE,0
1676,39,"F","MIMAROPA","Luzon",FALSE,0
1677,27,"M","BARMM","Mindanao",FALSE,0
1678,26,"M","Region 4 - CALABARZON","Luzon",TRUE,0
1679,30,"M","Region 4 - CALABARZON","Luzon",FALSE,0
1680,21,"M","Region 5 - Bicol","Luzon",FALSE,0
1681,23,"M","Region 2 - Cagayan","Luzon",FALSE,0
1682,46,"F","NCR","Luzon",FALSE,0
1683,23,"M","BARMM","Mindanao",TRUE,1
1684,15,"F","Region 9 - Zamboanga","Mindanao",TRUE,1
1685,25,"M","Region 7 - C. Visayas","Visayas",FALSE,0
1686,38,"M","Region 2 - Cagayan","Luzon",TRUE,0
1687,23,"F","Region 4 - CALABARZON","Luzon",TRUE,0
1688,18,"F","Region 4 - CALABARZON","Luzon",FALSE,0
1689,25,"M","Region 7 - C. Visayas","Visayas",TRUE,0
1690,42,"F","Region 2 - Cagayan","Luzon",FALSE,0
1691,42,"F","Region 11 - Davao","Mindanao",TRUE,0
1692,25,"F","Region 4 - CALABARZON","Luzon",FALSE,0
1693,15,"M","NCR","Luzon",FALSE,0
1694,15,"Other","Region 9 - Zamboanga","Mindanao",FALSE,0
1695,31,"F","Region 6 - W. Visayas","Visayas",TRUE,1
1696,28,"M","Region 3 - Central Luzon","Luzon",FALSE,0
1697,35,"F","Region 6 - W. Visayas","Visayas",TRUE,1
1698,21,"F","Region 3 - Central Luzon","Luzon",FALSE,0
1699,43,"M","Region 3 - Central Luzon","Luzon",FALSE,0
1700,27,"M","Region 3 - Central Luzon","Luzon",TRUE,1
1701,30,"M","Region 3 - Central Luzon","Luzon",TRUE,1
1702,43,"F","Region 11 - Davao","Mindanao",FALSE,1
1703,50,"F","BARMM","Mindanao",TRUE,1
1704,15,"M","NCR","Luzon",TRUE,0
1705,31,"M","Region 4 - CALABARZON","Luzon",FALSE,0
1706,15,"F","Region 3 - Central Luzon","Luzon",TRUE,3
1707,23,"F","Region 4 - CALABARZON","Luzon",FALSE,1
1708,28,"M","Region 7 - C. Visayas","Visayas",FALSE,0
1709,22,"F","Region 1 - Ilocos","Luzon",FALSE,0
1710,35,"F","BARMM","Mindanao",FALSE,1
1711,29,"F","Region 12 - SOCCKSARGEN","Mindanao",TRUE,1
1712,32,"F","Region 4 - CALABARZON","Luzon",FALSE,0
1713,24,"F","Region 1 - Ilocos","Luzon",FALSE,0
1714,30,"F","Region 11 - Davao","Mindanao",FALSE,0
1715,20,"F","NCR","Luzon",FALSE,0
1716,18,"M","Region 8 - E. Visayas","Visayas",FALSE,0
1717,44,"F","NCR","Luzon",TRUE,0
1718,25,"M","Region 6 - W. Visayas","Visayas",FALSE,0
1719,36,"F","Region 4 - CALABARZON","Luzon",TRUE,2
1720,47,"F","Region 1 - Ilocos","Luzon",TRUE,0
1721,20,"M","Region 4 - CALABARZON","Luzon",FALSE,0
1722,35,"M","Region 13 - Caraga","Mindanao",FALSE,0
1723,37,"M","Region 4 - CALABARZON","Luzon",TRUE,0
1724,31,"M","Region 6 - W. Visayas","Visayas",FALSE,0
1725,30,"M","NCR","Luzon",TRUE,0
1726,35,"M","Region 8 - E. Visayas","Visayas",TRUE,0
1727,36,"M","NCR","Luzon",TRUE,0
1728,29,"F","Region 4 - CALABARZON","Luzon",TRUE,0
1729,29,"F","Region 10 - N. Mindanao","Mindanao",FALSE,0
1730,37,"M","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
1731,15,"F","Region 12 - SOCCKSARGEN","Mindanao",TRUE,0
1732,38,"F","Region 1 - Ilocos","Luzon",FALSE,0
1733,34,"M","Region 1 - Ilocos","Luzon",FALSE,0
1734,23,"F","NCR","Luzon",FALSE,0
1735,26,"F","Region 7 - C. Visayas","Visayas",TRUE,0
1736,44,"M","Region 6 - W. Visayas","Visayas",TRUE,0
1737,38,"Other","Region 9 - Zamboanga","Mindanao",TRUE,1
1738,36,"M","Region 3 - Central Luzon","Luzon",FALSE,0
1739,26,"M","NCR","Luzon",TRUE,1
1740,30,"M","Region 4 - CALABARZON","Luzon",FALSE,0
1741,41,"F","Region 9 - Zamboanga","Mindanao",FALSE,0
1742,43,"F","Region 9 - Zamboanga","Mindanao",TRUE,0
1743,20,"M","Region 5 - Bicol","Luzon",FALSE,0
1744,18,"M","Region 1 - Ilocos","Luzon",FALSE,0
1745,15,"M","Region 7 - C. Visayas","Visayas",FALSE,0
1746,35,"M","MIMAROPA","Luzon",FALSE,0
1747,30,"F","Region 3 - Central Luzon","Luzon",FALSE,0
1748,35,"F","NCR","Luzon",FALSE,0
1749,34,"F","Region 13 - Caraga","Mindanao",FALSE,0
1750,31,"F","Region 3 - Central Luzon","Luzon",FALSE,4
1751,44,"M","Region 4 - CALABARZON","Luzon",TRUE,0
1752,43,"F","Region 3 - Central Luzon","Luzon",FALSE,0
1753,28,"F","Region 1 - Ilocos","Luzon",FALSE,0
1754,34,"F","Region 1 - Ilocos","Luzon",FALSE,0
1755,32,"F","Region 1 - Ilocos","Luzon",TRUE,0
1756,31,"F","Region 6 - W. Visayas","Visayas",FALSE,0
1757,27,"F","Region 4 - CALABARZON","Luzon",FALSE,0
1758,19,"F","Region 4 - CALABARZON","Luzon",TRUE,0
1759,36,"M","Region 6 - W. Visayas","Visayas",FALSE,0
1760,32,"M","Region 8 - E. Visayas","Visayas",TRUE,2
1761,27,"F","NCR","Luzon",FALSE,0
1762,46,"F","Region 11 - Davao","Mindanao",FALSE,3
1763,24,"M","Region 6 - W. Visayas","Visayas",FALSE,0
1764,30,"F","NCR","Luzon",FALSE,0
1765,30,"F","Region 10 - N. Mindanao","Mindanao",TRUE,0
1766,28,"F","NCR","Luzon",FALSE,0
1767,38,"F","Region 2 - Cagayan","Luzon",FALSE,0
1768,49,"M","NCR","Luzon",TRUE,0
1769,17,"Other","Region 8 - E. Visayas","Visayas",FALSE,0
1770,49,"M","Region 6 - W. Visayas","Visayas",TRUE,1
1771,39,"M","NCR","Luzon",FALSE,0
1772,15,"F","Region 9 - Zamboanga","Mindanao",TRUE,0
1773,31,"F","Region 5 - Bicol","Luzon",FALSE,0
1774,27,"F","NCR","Luzon",FALSE,0
1775,45,"M","NCR","Luzon",TRUE,2
1776,20,"M","Region 13 - Caraga","Mindanao",TRUE,0
1777,21,"M","Region 10 - N. Mindanao","Mindanao",FALSE,0
1778,21,"F","Region 7 - C. Visayas","Visayas",TRUE,0
1779,44,"M","MIMAROPA","Luzon",TRUE,0
1780,32,"F","Region 7 - C. Visayas","Visayas",FALSE,0
1781,15,"F","CAR","Luzon",FALSE,0
1782,30,"M","Region 3 - Central Luzon","Luzon",TRUE,2
1783,15,"F","Region 3 - Central Luzon","Luzon",TRUE,0
1784,37,"M","Region 7 - C. Visayas","Visayas",TRUE,0
1785,54,"M","CAR","Luzon",FALSE,0
1786,24,"M","Region 10 - N. Mindanao","Mindanao",TRUE,0
1787,31,"Other","NCR","Luzon",FALSE,0
1788,32,"F","Region 1 - Ilocos","Luzon",FALSE,0
1789,33,"F","Region 6 - W. Visayas","Visayas",FALSE,0
1790,25,"F","Region 6 - W. Visayas","Visayas",FALSE,0
1791,31,"F","CAR","Luzon",FALSE,0
1792,25,"F","NCR","Luzon",FALSE,0
1793,34,"F","Region 10 - N. Mindanao","Mindanao",FALSE,0
1794,37,"M","Region 1 - Ilocos","Luzon",FALSE,0
1795,22,"F","Region 4 - CALABARZON","Luzon",TRUE,1
1796,31,"F","Region 9 - Zamboanga","Mindanao",TRUE,0
1797,44,"F","Region 3 - Central Luzon","Luzon",TRUE,0
1798,19,"M","Region 8 - E. Visayas","Visayas",FALSE,0
1799,15,"M","BARMM","Mindanao",TRUE,0
1800,15,"M","Region 7 - C. Visayas","Visayas",FALSE,0
1801,42,"M","Region 6 - W. Visayas","Visayas",TRUE,1
1802,26,"M","Region 2 - Cagayan","Luzon",FALSE,0
1803,42,"F","Region 10 - N. Mindanao","Mindanao",TRUE,0
1804,23,"F","Region 4 - CALABARZON","Luzon",FALSE,0
1805,44,"M","Region 6 - W. Visayas","Visayas",TRUE,0
1806,39,"F","Region 11 - Davao","Mindanao",FALSE,0
1807,21,"M","Region 13 - Caraga","Mindanao",FALSE,0
1808,24,"F","NCR","Luzon",FALSE,0
1809,35,"F","Region 7 - C. Visayas","Visayas",TRUE,0
1810,38,"F","NCR","Luzon",FALSE,0
1811,34,"M","NCR","Luzon",TRUE,1
1812,34,"F","Region 12 - SOCCKSARGEN","Mindanao",TRUE,0
1813,35,"M","BARMM","Mindanao",FALSE,0
1814,37,"M","Region 2 - Cagayan","Luzon",TRUE,0
1815,18,"F","Region 6 - W. Visayas","Visayas",TRUE,0
1816,30,"M","Region 11 - Davao","Mindanao",TRUE,1
1817,26,"F","Region 11 - Davao","Mindanao",TRUE,0
1818,40,"F","Region 6 - W. Visayas","Visayas",FALSE,0
1819,32,"M","Region 8 - E. Visayas","Visayas",FALSE,0
1820,20,"F","NCR","Luzon",FALSE,0
1821,48,"F","Region 3 - Central Luzon","Luzon",FALSE,0
1822,18,"M","Region 5 - Bicol","Luzon",FALSE,0
1823,20,"M","Region 3 - Central Luzon","Luzon",TRUE,0
1824,22,"F","Region 3 - Central Luzon","Luzon",TRUE,0
1825,58,"M","Region 6 - W. Visayas","Visayas",TRUE,2
1826,33,"M","Region 7 - C. Visayas","Visayas",TRUE,1
1827,24,"F","Region 12 - SOCCKSARGEN","Mindanao",TRUE,1
1828,29,"M","Region 3 - Central Luzon","Luzon",FALSE,0
1829,28,"M","Region 1 - Ilocos","Luzon",TRUE,0
1830,27,"F","Region 3 - Central Luzon","Luzon",TRUE,0
1831,27,"M","Region 4 - CALABARZON","Luzon",FALSE,0
1832,21,"M","Region 2 - Cagayan","Luzon",TRUE,0
1833,26,"F","Region 3 - Central Luzon","Luzon",TRUE,1
1834,19,"M","Region 3 - Central Luzon","Luzon",FALSE,0
1835,41,"F","Region 10 - N. Mindanao","Mindanao",TRUE,2
1836,30,"F","Region 9 - Zamboanga","Mindanao",FALSE,0
1837,22,"F","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
1838,39,"Other","Region 4 - CALABARZON","Luzon",FALSE,0
1839,26,"M","Region 9 - Zamboanga","Mindanao",TRUE,0
1840,43,"F","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
1841,31,"M","Region 3 - Central Luzon","Luzon",TRUE,0
1842,27,"F","Region 8 - E. Visayas","Visayas",TRUE,0
1843,15,"M","Region 10 - N. Mindanao","Mindanao",FALSE,0
1844,47,"M","Region 3 - Central Luzon","Luzon",FALSE,0
1845,15,"F","Region 2 - Cagayan","Luzon",TRUE,0
1846,30,"F","Region 8 - E. Visayas","Visayas",FALSE,0
1847,27,"F","NCR","Luzon",TRUE,1
1848,15,"M","Region 11 - Davao","Mindanao",TRUE,1
1849,22,"M","Region 5 - Bicol","Luzon",TRUE,1
1850,28,"M","Region 5 - Bicol","Luzon",FALSE,0
1851,16,"F","Region 9 - Zamboanga","Mindanao",TRUE,0
1852,25,"M","Region 5 - Bicol","Luzon",FALSE,0
1853,36,"F","Region 8 - E. Visayas","Visayas",FALSE,1
1854,26,"F","BARMM","Mindanao",FALSE,0
1855,27,"F","Region 4 - CALABARZON","Luzon",TRUE,1
1856,22,"M","Region 4 - CALABARZON","Luzon",FALSE,0
1857,23,"M","Region 4 - CALABARZON","Luzon",FALSE,0
1858,32,"M","MIMAROPA","Luzon",FALSE,0
1859,22,"F","Region 11 - Davao","Mindanao",FALSE,0
1860,44,"M","Region 5 - Bicol","Luzon",FALSE,0
1861,33,"F","Region 6 - W. Visayas","Visayas",FALSE,1
1862,18,"F","NCR","Luzon",TRUE,0
1863,34,"M","NCR","Luzon",TRUE,2
1864,41,"F","Region 4 - CALABARZON","Luzon",FALSE,0
1865,15,"M","Region 10 - N. Mindanao","Mindanao",TRUE,0
1866,29,"F","Region 9 - Zamboanga","Mindanao",TRUE,0
1867,32,"F","Region 7 - C. Visayas","Visayas",FALSE,0
1868,36,"M","Region 6 - W. Visayas","Visayas",TRUE,0
1869,49,"M","Region 8 - E. Visayas","Visayas",TRUE,0
1870,34,"F","Region 10 - N. Mindanao","Mindanao",TRUE,2
1871,48,"F","Region 3 - Central Luzon","Luzon",FALSE,0
1872,22,"M","Region 4 - CALABARZON","Luzon",TRUE,1
1873,16,"M","Region 5 - Bicol","Luzon",TRUE,0
1874,21,"M","BARMM","Mindanao",FALSE,1
1875,28,"F","Region 4 - CALABARZON","Luzon",FALSE,0
1876,29,"F","Region 10 - N. Mindanao","Mindanao",TRUE,0
1877,23,"M","Region 1 - Ilocos","Luzon",FALSE,0
1878,37,"M","Region 1 - Ilocos","Luzon",TRUE,0
1879,40,"F","Region 7 - C. Visayas","Visayas",FALSE,0
1880,28,"M","Region 9 - Zamboanga","Mindanao",FALSE,0
1881,22,"F","Region 11 - Davao","Mindanao",TRUE,0
1882,15,"F","Region 8 - E. Visayas","Visayas",FALSE,0
1883,27,"F","Region 4 - CALABARZON","Luzon",TRUE,2
1884,22,"M","Region 8 - E. Visayas","Visayas",TRUE,1
1885,40,"F","Region 6 - W. Visayas","Visayas",TRUE,0
1886,37,"F","Region 9 - Zamboanga","Mindanao",FALSE,0
1887,30,"F","Region 6 - W. Visayas","Visayas",FALSE,0
1888,25,"F","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
1889,31,"M","Region 3 - Central Luzon","Luzon",FALSE,0
1890,33,"F","Region 3 - Central Luzon","Luzon",TRUE,0
1891,18,"F","Region 1 - Ilocos","Luzon",FALSE,0
1892,15,"M","Region 6 - W. Visayas","Visayas",FALSE,0
1893,24,"F","Region 7 - C. Visayas","Visayas",FALSE,0
1894,36,"F","Region 3 - Central Luzon","Luzon",FALSE,0
1895,31,"M","NCR","Luzon",TRUE,0
1896,33,"M","MIMAROPA","Luzon",FALSE,0
1897,42,"M","Region 3 - Central Luzon","Luzon",TRUE,0
1898,20,"F","NCR","Luzon",TRUE,0
1899,39,"M","NCR","Luzon",TRUE,2
1900,42,"Other","NCR","Luzon",FALSE,0
1901,35,"M","Region 2 - Cagayan","Luzon",FALSE,0
1902,35,"F","Region 4 - CALABARZON","Luzon",FALSE,0
1903,31,"F","Region 7 - C. Visayas","Visayas",TRUE,0
1904,40,"F","Region 3 - Central Luzon","Luzon",FALSE,0
1905,32,"M","Region 10 - N. Mindanao","Mindanao",TRUE,0
1906,42,"F","Region 6 - W. Visayas","Visayas",FALSE,0
1907,16,"F","Region 11 - Davao","Mindanao",FALSE,0
1908,15,"F","Region 6 - W. Visayas","Visayas",FALSE,0
1909,27,"F","Region 5 - Bicol","Luzon",FALSE,0
1910,50,"F","Region 6 - W. Visayas","Visayas",FALSE,0
1911,38,"M","Region 9 - Zamboanga","Mindanao",FALSE,0
1912,23,"F","Region 3 - Central Luzon","Luzon",FALSE,0
1913,40,"F","Region 4 - CALABARZON","Luzon",FALSE,0
1914,35,"F","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
1915,49,"M","Region 6 - W. Visayas","Visayas",FALSE,0
1916,39,"M","Region 3 - Central Luzon","Luzon",FALSE,0
1917,28,"F","MIMAROPA","Luzon",FALSE,0
1918,20,"F","Region 6 - W. Visayas","Visayas",TRUE,1
1919,32,"F","Region 9 - Zamboanga","Mindanao",FALSE,0
1920,38,"F","Region 12 - SOCCKSARGEN","Mindanao",FALSE,3
1921,50,"M","Region 2 - Cagayan","Luzon",TRUE,0
1922,36,"F","Region 8 - E. Visayas","Visayas",TRUE,0
1923,30,"M","Region 4 - CALABARZON","Luzon",TRUE,3
1924,26,"F","Region 6 - W. Visayas","Visayas",TRUE,0
1925,30,"F","NCR","Luzon",TRUE,0
1926,31,"M","NCR","Luzon",TRUE,2
1927,33,"F","Region 10 - N. Mindanao","Mindanao",TRUE,0
1928,48,"F","Region 4 - CALABARZON","Luzon",TRUE,3
1929,41,"M","Region 12 - SOCCKSARGEN","Mindanao",TRUE,3
1930,17,"M","Region 6 - W. Visayas","Visayas",TRUE,2
1931,23,"F","Region 8 - E. Visayas","Visayas",TRUE,0
1932,23,"F","Region 3 - Central Luzon","Luzon",TRUE,0
1933,32,"M","Region 10 - N. Mindanao","Mindanao",FALSE,0
1934,39,"M","Region 3 - Central Luzon","Luzon",FALSE,0
1935,30,"F","Region 1 - Ilocos","Luzon",FALSE,0
1936,45,"M","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
1937,43,"M","NCR","Luzon",TRUE,0
1938,18,"M","Region 7 - C. Visayas","Visayas",TRUE,0
1939,18,"F","Region 3 - Central Luzon","Luzon",TRUE,2
1940,50,"M","Region 7 - C. Visayas","Visayas",FALSE,0
1941,28,"F","Region 1 - Ilocos","Luzon",FALSE,0
1942,25,"M","Region 4 - CALABARZON","Luzon",FALSE,0
1943,44,"F","Region 3 - Central Luzon","Luzon",TRUE,0
1944,36,"M","Region 10 - N. Mindanao","Mindanao",TRUE,3
1945,18,"M","Region 2 - Cagayan","Luzon",FALSE,0
1946,24,"F","Region 3 - Central Luzon","Luzon",FALSE,1
1947,21,"M","Region 6 - W. Visayas","Visayas",TRUE,0
1948,31,"F","Region 8 - E. Visayas","Visayas",TRUE,0
1949,33,"M","Region 3 - Central Luzon","Luzon",FALSE,0
1950,29,"F","Region 8 - E. Visayas","Visayas",TRUE,0
1951,38,"F","Region 5 - Bicol","Luzon",FALSE,0
1952,27,"M","NCR","Luzon",TRUE,0
1953,15,"F","Region 6 - W. Visayas","Visayas",FALSE,0
1954,16,"M","Region 8 - E. Visayas","Visayas",FALSE,0
1955,33,"F","Region 11 - Davao","Mindanao",TRUE,2
1956,15,"F","Region 4 - CALABARZON","Luzon",FALSE,0
1957,26,"M","MIMAROPA","Luzon",TRUE,0
1958,56,"F","NCR","Luzon",TRUE,0
1959,44,"M","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
1960,23,"F","Region 8 - E. Visayas","Visayas",TRUE,0
1961,35,"F","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
1962,43,"M","NCR","Luzon",TRUE,2
1963,34,"F","Region 10 - N. Mindanao","Mindanao",FALSE,0
1964,39,"M","NCR","Luzon",TRUE,2
1965,44,"M","Region 8 - E. Visayas","Visayas",TRUE,0
1966,17,"F","Region 8 - E. Visayas","Visayas",TRUE,2
1967,29,"M","BARMM","Mindanao",FALSE,0
1968,19,"F","Region 7 - C. Visayas","Visayas",FALSE,0
1969,37,"F","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
1970,32,"M","Region 4 - CALABARZON","Luzon",FALSE,0
1971,19,"F","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
1972,15,"F","MIMAROPA","Luzon",FALSE,0
1973,22,"M","Region 7 - C. Visayas","Visayas",TRUE,0
1974,22,"F","Region 3 - Central Luzon","Luzon",FALSE,0
1975,23,"M","Region 9 - Zamboanga","Mindanao",TRUE,0
1976,27,"F","Region 5 - Bicol","Luzon",FALSE,0
1977,39,"F","Region 6 - W. Visayas","Visayas",TRUE,0
1978,25,"M","BARMM","Mindanao",TRUE,0
1979,43,"F","NCR","Luzon",FALSE,0
1980,33,"M","Region 7 - C. Visayas","Visayas",TRUE,1
1981,29,"M","Region 7 - C. Visayas","Visayas",FALSE,0
1982,34,"F","Region 2 - Cagayan","Luzon",TRUE,0
1983,21,"F","Region 4 - CALABARZON","Luzon",FALSE,0
1984,25,"F","Region 6 - W. Visayas","Visayas",FALSE,0
1985,29,"F","NCR","Luzon",FALSE,0
1986,30,"M","Region 6 - W. Visayas","Visayas",TRUE,1
1987,24,"M","Region 1 - Ilocos","Luzon",FALSE,0
1988,36,"F","Region 1 - Ilocos","Luzon",FALSE,0
1989,42,"M","CAR","Luzon",TRUE,0
1990,20,"F","Region 10 - N. Mindanao","Mindanao",FALSE,0
1991,27,"M","Region 6 - W. Visayas","Visayas",FALSE,0
1992,39,"F","Region 5 - Bicol","Luzon",FALSE,0
1993,28,"M","Region 6 - W. Visayas","Visayas",FALSE,0
1994,35,"F","Region 1 - Ilocos","Luzon",FALSE,0
1995,37,"F","Region 4 - CALABARZON","Luzon",FALSE,0
1996,44,"M","Region 11 - Davao","Mindanao",TRUE,0
1997,21,"F","MIMAROPA","Luzon",FALSE,0
1998,24,"F","Region 4 - CALABARZON","Luzon",FALSE,0
1999,31,"F","Region 6 - W. Visayas","Visayas",FALSE,0
2000,23,"M","Region 4 - CALABARZON","Luzon",TRUE,0
2001,24,"F","MIMAROPA","Luzon",FALSE,0
2002,41,"F","NCR","Luzon",FALSE,0
2003,24,"M","Region 7 - C. Visayas","Visayas",FALSE,0
2004,41,"F","Region 10 - N. Mindanao","Mindanao",FALSE,0
2005,44,"F","Region 2 - Cagayan","Luzon",FALSE,0
2006,30,"M","MIMAROPA","Luzon",TRUE,2
2007,49,"M","BARMM","Mindanao",TRUE,1
2008,17,"M","Region 1 - Ilocos","Luzon",FALSE,0
2009,18,"M","Region 3 - Central Luzon","Luzon",FALSE,3
2010,15,"M","Region 3 - Central Luzon","Luzon",TRUE,0
2011,37,"M","Region 3 - Central Luzon","Luzon",FALSE,0
2012,25,"F","Region 4 - CALABARZON","Luzon",FALSE,0
2013,30,"F","Region 3 - Central Luzon","Luzon",TRUE,0
